sample_id,split,subject_id,dest_image,dest_label,source_dataset,source_path,provenance,pixel_sha256,n_boxes,class_ids,is_negative
wound_azh_patches_5dcdf3aeb0f1eb0bed843dc8e87db7f2_0,train,azh:5dcdf3aeb0f1eb0bed843dc8e87db7f2,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_5dcdf3aeb0f1eb0bed843dc8e87db7f2_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_5dcdf3aeb0f1eb0bed843dc8e87db7f2_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/5dcdf3aeb0f1eb0bed843dc8e87db7f2_0.png,PUBLIC_REAL_PHOTOS,3c225cc5616b39fa69e0e22ecf6bd2c3920599bfa8807f1c75b8573294144c64,1,2,0
wound_azh_patches_5dfd465cc53b71458398e795c058172f_0,train,azh:5dfd465cc53b71458398e795c058172f,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_5dfd465cc53b71458398e795c058172f_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_5dfd465cc53b71458398e795c058172f_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/5dfd465cc53b71458398e795c058172f_0.png,PUBLIC_REAL_PHOTOS,44a72a1aeacdaf1eaca8a080868c77dc7ab2519cecc535879d97a87a03824c94,1,2,0
wound_azh_patches_5e20328f3e246c507a14001960d8c136_0,train,azh:5e20328f3e246c507a14001960d8c136,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_5e20328f3e246c507a14001960d8c136_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_5e20328f3e246c507a14001960d8c136_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/5e20328f3e246c507a14001960d8c136_0.png,PUBLIC_REAL_PHOTOS,4fe4f7aa085e06f3be2a533b0e3f5c4690291a24e046a0743e1ed75256d711fd,1,2,0
wound_azh_patches_5e205dcfcc2f82ba93d6056f3c7c9534_0,train,azh:5e205dcfcc2f82ba93d6056f3c7c9534,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_5e205dcfcc2f82ba93d6056f3c7c9534_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_5e205dcfcc2f82ba93d6056f3c7c9534_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/5e205dcfcc2f82ba93d6056f3c7c9534_0.png,PUBLIC_REAL_PHOTOS,df419cf9a3c238788521b0a3c5b7c63687e41b6408b792757f8c4f54f721b4d0,1,2,0
wound_azh_patches_5e5942e7ea78db4e9f0a6bdf8304421b_0,train,azh:5e5942e7ea78db4e9f0a6bdf8304421b,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_5e5942e7ea78db4e9f0a6bdf8304421b_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_5e5942e7ea78db4e9f0a6bdf8304421b_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/5e5942e7ea78db4e9f0a6bdf8304421b_0.png,PUBLIC_REAL_PHOTOS,85d283b2c1536641ebf64227bdf18a77466d9505d4e5e54d0816d81bb5575628,1,2,0
wound_azh_patches_5e8cc2b5bb44e1bddd4b9afc43b6252f_0,val,azh:5e8cc2b5bb44e1bddd4b9afc43b6252f,data/datasets/yolo_real_skin_v2/images/val/wound_azh_patches_5e8cc2b5bb44e1bddd4b9afc43b6252f_0.jpg,data/datasets/yolo_real_skin_v2/labels/val/wound_azh_patches_5e8cc2b5bb44e1bddd4b9afc43b6252f_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/5e8cc2b5bb44e1bddd4b9afc43b6252f_0.png,PUBLIC_REAL_PHOTOS,1d749b698854b6a8a60eb6c64a6502b9ff1bf0deecfbaffe10669fba4c68d3c5,1,2,0
wound_azh_patches_5ea609f26006ac443d9c1ba35cd76033_0,train,azh:5ea609f26006ac443d9c1ba35cd76033,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_5ea609f26006ac443d9c1ba35cd76033_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_5ea609f26006ac443d9c1ba35cd76033_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/5ea609f26006ac443d9c1ba35cd76033_0.png,PUBLIC_REAL_PHOTOS,88579e6f8aa61c1c4ea45ebdc975aeafdcf8e80f412c500cb4b82ef214b12943,1,2,0
wound_azh_patches_5eaa2cf3f82c9fd693ca0a67e9bfd3eb_0,val,azh:5eaa2cf3f82c9fd693ca0a67e9bfd3eb,data/datasets/yolo_real_skin_v2/images/val/wound_azh_patches_5eaa2cf3f82c9fd693ca0a67e9bfd3eb_0.jpg,data/datasets/yolo_real_skin_v2/labels/val/wound_azh_patches_5eaa2cf3f82c9fd693ca0a67e9bfd3eb_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/5eaa2cf3f82c9fd693ca0a67e9bfd3eb_0.png,PUBLIC_REAL_PHOTOS,fb94f0f0b6a9902025ec35d23a3d92a4e17d12825b23ea0b447d166834df8e91,1,2,0
wound_azh_patches_5eaa2cf3f82c9fd693ca0a67e9bfd3eb_1,val,azh:5eaa2cf3f82c9fd693ca0a67e9bfd3eb,data/datasets/yolo_real_skin_v2/images/val/wound_azh_patches_5eaa2cf3f82c9fd693ca0a67e9bfd3eb_1.jpg,data/datasets/yolo_real_skin_v2/labels/val/wound_azh_patches_5eaa2cf3f82c9fd693ca0a67e9bfd3eb_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/5eaa2cf3f82c9fd693ca0a67e9bfd3eb_1.png,PUBLIC_REAL_PHOTOS,fd288c92364ee78f41c687b0fd36e9ff3f28ace44fb3b44fa7e07b19a0ae0cfb,1,2,0
wound_azh_patches_5ef13b806c0d5da68c9ba3b3d6ba9021_0,test,azh:5ef13b806c0d5da68c9ba3b3d6ba9021,data/datasets/yolo_real_skin_v2/images/test/wound_azh_patches_5ef13b806c0d5da68c9ba3b3d6ba9021_0.jpg,data/datasets/yolo_real_skin_v2/labels/test/wound_azh_patches_5ef13b806c0d5da68c9ba3b3d6ba9021_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/5ef13b806c0d5da68c9ba3b3d6ba9021_0.png,PUBLIC_REAL_PHOTOS,7f17b20b8bf97e40987eba09c7ac360c042e0ffec6f552dca937b53410b90754,1,2,0
wound_azh_patches_5f01e2ce93600bc3f829a742dd85f453_0,train,azh:5f01e2ce93600bc3f829a742dd85f453,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_5f01e2ce93600bc3f829a742dd85f453_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_5f01e2ce93600bc3f829a742dd85f453_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/5f01e2ce93600bc3f829a742dd85f453_0.png,PUBLIC_REAL_PHOTOS,75a949b53159c31e9f42bc0ee12d8a5e849b1959bd771ea1edc3137343fc365a,1,2,0
wound_azh_patches_5f01e2ce93600bc3f829a742dd85f453_1,train,azh:5f01e2ce93600bc3f829a742dd85f453,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_5f01e2ce93600bc3f829a742dd85f453_1.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_5f01e2ce93600bc3f829a742dd85f453_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/5f01e2ce93600bc3f829a742dd85f453_1.png,PUBLIC_REAL_PHOTOS,1236f575020a9426cdae387fa2f2333f7ce02bdf339d41da7a14d5d963c5e55a,1,2,0
wound_azh_patches_5f01e2ce93600bc3f829a742dd85f453_2,train,azh:5f01e2ce93600bc3f829a742dd85f453,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_5f01e2ce93600bc3f829a742dd85f453_2.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_5f01e2ce93600bc3f829a742dd85f453_2.txt,azh_patches,data/datasets/external/azh_patches/train/images/5f01e2ce93600bc3f829a742dd85f453_2.png,PUBLIC_REAL_PHOTOS,06c1765ff796b616c10f7502485b96e43fd4d24e00e7af778492385aad07cba1,1,2,0
wound_azh_patches_5f48b9f2e78eba692c1de5c8bfb95231_1,val,azh:5f48b9f2e78eba692c1de5c8bfb95231,data/datasets/yolo_real_skin_v2/images/val/wound_azh_patches_5f48b9f2e78eba692c1de5c8bfb95231_1.jpg,data/datasets/yolo_real_skin_v2/labels/val/wound_azh_patches_5f48b9f2e78eba692c1de5c8bfb95231_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/5f48b9f2e78eba692c1de5c8bfb95231_1.png,PUBLIC_REAL_PHOTOS,192453414dac72451ee2775b5b86f889bb2fe38f9486639412269e98581a4550,1,2,0
wound_azh_patches_5fda1a9b96d7be43ad8e3b9e8bdc6215_0,train,azh:5fda1a9b96d7be43ad8e3b9e8bdc6215,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_5fda1a9b96d7be43ad8e3b9e8bdc6215_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_5fda1a9b96d7be43ad8e3b9e8bdc6215_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/5fda1a9b96d7be43ad8e3b9e8bdc6215_0.png,PUBLIC_REAL_PHOTOS,00d8a03571c10a1eb1ff72f748f2177c683cef08a1e49271db77a082a9b707e7,1,2,0
wound_azh_patches_6033416ddc1c66b45f8f6974fb1220c4_0,train,azh:6033416ddc1c66b45f8f6974fb1220c4,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_6033416ddc1c66b45f8f6974fb1220c4_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_6033416ddc1c66b45f8f6974fb1220c4_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/6033416ddc1c66b45f8f6974fb1220c4_0.png,PUBLIC_REAL_PHOTOS,8dd76256af662a1ec30383e1de4ed89da2c86f4d262730633b597c1074a5ce97,1,2,0
wound_azh_patches_60740bef4f762d71f81682eb0cb5a411_0,train,azh:60740bef4f762d71f81682eb0cb5a411,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_60740bef4f762d71f81682eb0cb5a411_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_60740bef4f762d71f81682eb0cb5a411_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/60740bef4f762d71f81682eb0cb5a411_0.png,PUBLIC_REAL_PHOTOS,9886efdab041571708c99a00fe098b67eea87fdcfbc029e85abc83d01685c607,1,2,0
wound_azh_patches_60740bef4f762d71f81682eb0cb5a411_1,train,azh:60740bef4f762d71f81682eb0cb5a411,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_60740bef4f762d71f81682eb0cb5a411_1.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_60740bef4f762d71f81682eb0cb5a411_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/60740bef4f762d71f81682eb0cb5a411_1.png,PUBLIC_REAL_PHOTOS,f2f30e7c85769f8f0c11d377c6100f4deec36e3f5ffbade44fe99889abbf588f,1,2,0
wound_azh_patches_6083797b961a5fc82b84d609faebbb0b_0,train,azh:6083797b961a5fc82b84d609faebbb0b,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_6083797b961a5fc82b84d609faebbb0b_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_6083797b961a5fc82b84d609faebbb0b_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/6083797b961a5fc82b84d609faebbb0b_0.png,PUBLIC_REAL_PHOTOS,f1007d1db6db8df0e77b71bfd22d6b1a950954d5188532d7c0398e8fd2cd1e09,1,2,0
wound_azh_patches_60bb83cb076bd12b205ee26516e8e070_0,train,azh:60bb83cb076bd12b205ee26516e8e070,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_60bb83cb076bd12b205ee26516e8e070_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_60bb83cb076bd12b205ee26516e8e070_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/60bb83cb076bd12b205ee26516e8e070_0.png,PUBLIC_REAL_PHOTOS,89b54366f1d6ee67d19353a368bf7e1702593e7cddc54b11f716161e1746a0bf,1,2,0
wound_azh_patches_613f31cd8460cc4a46ef740cf8dd0c43_0,test,azh:613f31cd8460cc4a46ef740cf8dd0c43,data/datasets/yolo_real_skin_v2/images/test/wound_azh_patches_613f31cd8460cc4a46ef740cf8dd0c43_0.jpg,data/datasets/yolo_real_skin_v2/labels/test/wound_azh_patches_613f31cd8460cc4a46ef740cf8dd0c43_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/613f31cd8460cc4a46ef740cf8dd0c43_0.png,PUBLIC_REAL_PHOTOS,6b44992856f31e4b9a893be59bbfb4abb231883ffdfb73aebe48e68b5cd5a24a,1,2,0
wound_azh_patches_6166651a6da51e586f355b9981ed2caa_0,train,azh:6166651a6da51e586f355b9981ed2caa,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_6166651a6da51e586f355b9981ed2caa_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_6166651a6da51e586f355b9981ed2caa_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/6166651a6da51e586f355b9981ed2caa_0.png,PUBLIC_REAL_PHOTOS,f3a5298f8e8fe0ffb1fe677ea76b1a7f075895b1fecdd07e884741dfc27143e8,1,2,0
wound_azh_patches_6188d90292bc07a97be430b59e9f97ff_0,train,azh:6188d90292bc07a97be430b59e9f97ff,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_6188d90292bc07a97be430b59e9f97ff_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_6188d90292bc07a97be430b59e9f97ff_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/6188d90292bc07a97be430b59e9f97ff_0.png,PUBLIC_REAL_PHOTOS,38de46094416547c92d673b8d9908bcfb8b17e09b5a88f2c250b462575aff6b1,1,2,0
wound_azh_patches_61dfd31019c941d34b7661056af0a125_0,train,azh:61dfd31019c941d34b7661056af0a125,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_61dfd31019c941d34b7661056af0a125_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_61dfd31019c941d34b7661056af0a125_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/61dfd31019c941d34b7661056af0a125_0.png,PUBLIC_REAL_PHOTOS,eb0f5477529a3724f99e16446bfc6eaabbde962e4c3a19751e090aa961b4476f,1,2,0
wound_azh_patches_61dfd31019c941d34b7661056af0a125_1,train,azh:61dfd31019c941d34b7661056af0a125,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_61dfd31019c941d34b7661056af0a125_1.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_61dfd31019c941d34b7661056af0a125_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/61dfd31019c941d34b7661056af0a125_1.png,PUBLIC_REAL_PHOTOS,df3ffb9fefd44ac9cfb42ad208f035fb15418c044bfbf8911d87b061fb3bc698,1,2,0
wound_azh_patches_61dfd31019c941d34b7661056af0a125_2,train,azh:61dfd31019c941d34b7661056af0a125,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_61dfd31019c941d34b7661056af0a125_2.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_61dfd31019c941d34b7661056af0a125_2.txt,azh_patches,data/datasets/external/azh_patches/train/images/61dfd31019c941d34b7661056af0a125_2.png,PUBLIC_REAL_PHOTOS,3ac237a768aecbd5956e8a558ea4f18d5d8b2b309cc548cda59a2ee3c96727cd,1,2,0
wound_azh_patches_61dfd31019c941d34b7661056af0a125_3,train,azh:61dfd31019c941d34b7661056af0a125,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_61dfd31019c941d34b7661056af0a125_3.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_61dfd31019c941d34b7661056af0a125_3.txt,azh_patches,data/datasets/external/azh_patches/train/images/61dfd31019c941d34b7661056af0a125_3.png,PUBLIC_REAL_PHOTOS,22127a7c5867ce71ca6009d3e2e51dc584f94a7ee50a32f0bebde8fe4bdf005a,1,2,0
wound_azh_patches_6203bb4b7a25593fdcf86b142263ab81_0,train,azh:6203bb4b7a25593fdcf86b142263ab81,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_6203bb4b7a25593fdcf86b142263ab81_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_6203bb4b7a25593fdcf86b142263ab81_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/6203bb4b7a25593fdcf86b142263ab81_0.png,PUBLIC_REAL_PHOTOS,659826495868e3d3fafa6c0b99c4261fcc8118da61655213af9bc64cb6c34aec,1,2,0
wound_azh_patches_62a5926e5ed687aa3d4de06ae2ab1ec9_0,train,azh:62a5926e5ed687aa3d4de06ae2ab1ec9,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_62a5926e5ed687aa3d4de06ae2ab1ec9_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_62a5926e5ed687aa3d4de06ae2ab1ec9_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/62a5926e5ed687aa3d4de06ae2ab1ec9_0.png,PUBLIC_REAL_PHOTOS,510fb0343982ca45b4cf63fad7ca7a541cb74e5530620cbd39600eab0d420516,1,2,0
wound_azh_patches_63b3fee11f7189b90a5b282f95fab3d4_0,val,azh:63b3fee11f7189b90a5b282f95fab3d4,data/datasets/yolo_real_skin_v2/images/val/wound_azh_patches_63b3fee11f7189b90a5b282f95fab3d4_0.jpg,data/datasets/yolo_real_skin_v2/labels/val/wound_azh_patches_63b3fee11f7189b90a5b282f95fab3d4_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/63b3fee11f7189b90a5b282f95fab3d4_0.png,PUBLIC_REAL_PHOTOS,c8ad420815a678f3af0abf40575b61c6f7cf86a81c44b885921816227fd6c389,1,2,0
wound_azh_patches_6421b19d29b0cc55df9c6c7c6db481db_0,train,azh:6421b19d29b0cc55df9c6c7c6db481db,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_6421b19d29b0cc55df9c6c7c6db481db_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_6421b19d29b0cc55df9c6c7c6db481db_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/6421b19d29b0cc55df9c6c7c6db481db_0.png,PUBLIC_REAL_PHOTOS,1d0fe2baa2ee687774dda5b287d51d869cff0dcd6d1b54a28479a63843e11a8f,1,2,0
wound_azh_patches_64cf577fd46fc2479e1e455892cbde1d_0,train,azh:64cf577fd46fc2479e1e455892cbde1d,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_64cf577fd46fc2479e1e455892cbde1d_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_64cf577fd46fc2479e1e455892cbde1d_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/64cf577fd46fc2479e1e455892cbde1d_0.png,PUBLIC_REAL_PHOTOS,65a6da88c5ea1ebd7ccf9aa79d8e81e4d6e5f77f9c9fda0ebffbce70faca39cf,1,2,0
wound_azh_patches_64e6a3aa1698c158801cf38599ffe365_0,val,azh:64e6a3aa1698c158801cf38599ffe365,data/datasets/yolo_real_skin_v2/images/val/wound_azh_patches_64e6a3aa1698c158801cf38599ffe365_0.jpg,data/datasets/yolo_real_skin_v2/labels/val/wound_azh_patches_64e6a3aa1698c158801cf38599ffe365_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/64e6a3aa1698c158801cf38599ffe365_0.png,PUBLIC_REAL_PHOTOS,2f7bad0fd21d41bc044bf8436b8e9d214044317993075b74de7dd71f5a1591e0,1,2,0
wound_azh_patches_6525910e4e101ca0d804423b635844fc_0,train,azh:6525910e4e101ca0d804423b635844fc,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_6525910e4e101ca0d804423b635844fc_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_6525910e4e101ca0d804423b635844fc_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/6525910e4e101ca0d804423b635844fc_0.png,PUBLIC_REAL_PHOTOS,4fa5e91761ad98dcd3d12e5d5d1d5574a3638cc303f429f0a8934c1241d10fdf,1,2,0
wound_azh_patches_65992c4c7772aee7761be2a5c24c774b_0,train,azh:65992c4c7772aee7761be2a5c24c774b,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_65992c4c7772aee7761be2a5c24c774b_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_65992c4c7772aee7761be2a5c24c774b_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/65992c4c7772aee7761be2a5c24c774b_0.png,PUBLIC_REAL_PHOTOS,80719a7eafbe0d43d88dca1ceefe5c015203f4c7cf2a07942e81ec4ba9baf84a,1,2,0
wound_azh_patches_659feb857be9ce90388f43125594e660_0,train,azh:659feb857be9ce90388f43125594e660,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_659feb857be9ce90388f43125594e660_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_659feb857be9ce90388f43125594e660_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/659feb857be9ce90388f43125594e660_0.png,PUBLIC_REAL_PHOTOS,d26a8855ca5b864bc442dcf40dfc55091667825c0a57338a6d9c0f9bc76deb50,1,2,0
wound_azh_patches_65e1bf0f816af7aaa03576b0975b6a83_1,test,azh:65e1bf0f816af7aaa03576b0975b6a83,data/datasets/yolo_real_skin_v2/images/test/wound_azh_patches_65e1bf0f816af7aaa03576b0975b6a83_1.jpg,data/datasets/yolo_real_skin_v2/labels/test/wound_azh_patches_65e1bf0f816af7aaa03576b0975b6a83_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/65e1bf0f816af7aaa03576b0975b6a83_1.png,PUBLIC_REAL_PHOTOS,e4ca4b28334b77b1add66c05d442892f7083e29ecb206ebb83f8d169c5d7f093,1,2,0
wound_azh_patches_6676a3130478cdd611feeff96af877a8_0,train,azh:6676a3130478cdd611feeff96af877a8,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_6676a3130478cdd611feeff96af877a8_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_6676a3130478cdd611feeff96af877a8_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/6676a3130478cdd611feeff96af877a8_0.png,PUBLIC_REAL_PHOTOS,89ae1f9041cec63595dfb3e80a011cd335a314836bad3014d7c0a88fa4ecf980,1,2,0
wound_azh_patches_667a4eea3933cbb713a966e4bfeda385_0,train,azh:667a4eea3933cbb713a966e4bfeda385,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_667a4eea3933cbb713a966e4bfeda385_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_667a4eea3933cbb713a966e4bfeda385_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/667a4eea3933cbb713a966e4bfeda385_0.png,PUBLIC_REAL_PHOTOS,faeee48e3d40aa5e2332b0c21a590921ab30e7d483d5cdf180b036b86fccdc98,1,2,0
wound_azh_patches_66cf43c81c8ff6979027706db5aca769_0,val,azh:66cf43c81c8ff6979027706db5aca769,data/datasets/yolo_real_skin_v2/images/val/wound_azh_patches_66cf43c81c8ff6979027706db5aca769_0.jpg,data/datasets/yolo_real_skin_v2/labels/val/wound_azh_patches_66cf43c81c8ff6979027706db5aca769_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/66cf43c81c8ff6979027706db5aca769_0.png,PUBLIC_REAL_PHOTOS,a8ad8c6c605a15bb3b355e5aa741c855f50c943a5b8d86cb46913dcce71d0ce0,1,2,0
wound_azh_patches_66d84ec7340b9a573f4dbac6deb380af_0,train,azh:66d84ec7340b9a573f4dbac6deb380af,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_66d84ec7340b9a573f4dbac6deb380af_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_66d84ec7340b9a573f4dbac6deb380af_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/66d84ec7340b9a573f4dbac6deb380af_0.png,PUBLIC_REAL_PHOTOS,8cd05e4be41eaf6dec995dcf83f4f12f5aa7cba6a5dc8503c03439a3f0569010,1,2,0
wound_azh_patches_675f840779662b86eec3f556d46ac9e4_0,train,azh:675f840779662b86eec3f556d46ac9e4,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_675f840779662b86eec3f556d46ac9e4_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_675f840779662b86eec3f556d46ac9e4_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/675f840779662b86eec3f556d46ac9e4_0.png,PUBLIC_REAL_PHOTOS,4125735e970d45c825f2bc353f3654d9e0570335b9cd3b97b089c5b68b13060f,1,2,0
wound_azh_patches_67843a3f8e1a47e5f3da85ec25b6d603_0,train,azh:67843a3f8e1a47e5f3da85ec25b6d603,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_67843a3f8e1a47e5f3da85ec25b6d603_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_67843a3f8e1a47e5f3da85ec25b6d603_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/67843a3f8e1a47e5f3da85ec25b6d603_0.png,PUBLIC_REAL_PHOTOS,140f26ef11d47a723205e0e8dd303d1ec7a713889ae8653c44784d1b2faec479,1,2,0
wound_azh_patches_68bdd8588ed850b641eb874d3abc5d01_0,train,azh:68bdd8588ed850b641eb874d3abc5d01,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_68bdd8588ed850b641eb874d3abc5d01_0.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_68bdd8588ed850b641eb874d3abc5d01_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/68bdd8588ed850b641eb874d3abc5d01_0.png,PUBLIC_REAL_PHOTOS,39fc175c0ddd26a71dddbac61edd6fd4baf1ade226eaa31335665a5d15e5b538,1,2,0
wound_azh_patches_6912c91da7b5dfb67abff920a08a246a_0,val,azh:6912c91da7b5dfb67abff920a08a246a,data/datasets/yolo_real_skin_v2/images/val/wound_azh_patches_6912c91da7b5dfb67abff920a08a246a_0.jpg,data/datasets/yolo_real_skin_v2/labels/val/wound_azh_patches_6912c91da7b5dfb67abff920a08a246a_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/6912c91da7b5dfb67abff920a08a246a_0.png,PUBLIC_REAL_PHOTOS,2413cfa9a3507e52c28169d35dfcfde394a837d5b7a7dc1d249578e34708a1a8,1,2,0
wound_azh_patches_6916d871eb54b7aa72a50e9fd746acb2_1,train,azh:6916d871eb54b7aa72a50e9fd746acb2,data/datasets/yolo_real_skin_v2/images/train/wound_azh_patches_6916d871eb54b7aa72a50e9fd746acb2_1.jpg,data/datasets/yolo_real_skin_v2/labels/train/wound_azh_patches_6916d871eb54b7aa72a50e9fd746acb2_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/6916d871eb54b7aa72a50e9fd746acb2_1.png,PUBLIC_REAL_PHOTOS,d0a63a42d987f3fe2cc2ffbbc0730663f6e8c67bfa6c7e02d1907a47e11dcb09,1,2,0
