sample_id,split,class,image_path,source_dataset,provenance,pixel_sha256
yolo_raw_synthetic_wound__syn_wound_0186,train,cut,data/datasets/efficientnet_with_normal/images/cut_yolo_raw_synthetic_wound__syn_wound_0186.png,yolo_processed,SYNTHETIC,41773ba80a58ee6c4b661b03c32d8b8432edc2a3e133c5df873b7487f7014add
yolo_raw_synthetic_wound__syn_wound_0187,train,cut,data/datasets/efficientnet_with_normal/images/cut_yolo_raw_synthetic_wound__syn_wound_0187.png,yolo_processed,SYNTHETIC,311c4b2e5aa98b75198bb4bbc891f3b9ec87254e28bcb9b35717d8da0fc52461
yolo_raw_synthetic_wound__syn_wound_0199,test,cut,data/datasets/efficientnet_with_normal/images/cut_yolo_raw_synthetic_wound__syn_wound_0199.png,yolo_processed,SYNTHETIC,0260db7d6421469444df650e19787fa966498b736e090512075c30ac59e9fee6
yolo_raw_synthetic_wound__syn_wound_0211,train,cut,data/datasets/efficientnet_with_normal/images/cut_yolo_raw_synthetic_wound__syn_wound_0211.png,yolo_processed,SYNTHETIC,a676dfeae7aaf7f6ac947305ed4dfd13394d1870af7c360018311d93f66321a3
yolo_raw_synthetic_wound__syn_wound_0213,train,cut,data/datasets/efficientnet_with_normal/images/cut_yolo_raw_synthetic_wound__syn_wound_0213.png,yolo_processed,SYNTHETIC,921f43a5959736f3c052af0ada0c277d465a1d805e64fd2a7747f677055c86f3
yolo_raw_synthetic_wound__syn_wound_0001,val,bruise,data/datasets/efficientnet_with_normal/images/bruise_yolo_raw_synthetic_wound__syn_wound_0001.png,yolo_processed,SYNTHETIC,bd773b45fe4e5c167863263c66a45d2eab6ca9a64eb7420a64837c2ee3e7fd51
yolo_raw_synthetic_wound__syn_wound_0028,train,bruise,data/datasets/efficientnet_with_normal/images/bruise_yolo_raw_synthetic_wound__syn_wound_0028.png,yolo_processed,SYNTHETIC,bd8ce6389ca27f4250f97bd3075ba91c72c7b578614a4fd39a8cf1433300db56
yolo_raw_synthetic_wound__syn_wound_0037,val,bruise,data/datasets/efficientnet_with_normal/images/bruise_yolo_raw_synthetic_wound__syn_wound_0037.png,yolo_processed,SYNTHETIC,c69af37313f44f89e471e11d41d6044f87d5e709773afbc858a3f1d944f05018
yolo_raw_synthetic_wound__syn_wound_0047,train,bruise,data/datasets/efficientnet_with_normal/images/bruise_yolo_raw_synthetic_wound__syn_wound_0047.png,yolo_processed,SYNTHETIC,cdab64279e5fa18e04a1f9845c3250d4c3e0bb753cc8073ff24d8c91d7df2763
yolo_raw_synthetic_wound__syn_wound_0075,train,bruise,data/datasets/efficientnet_with_normal/images/bruise_yolo_raw_synthetic_wound__syn_wound_0075.png,yolo_processed,SYNTHETIC,c6098a8f6d62764353ed69be682ad701e11dd140c2b6c8f4f86c832e74f6a246
yolo_raw_synthetic_wound__syn_wound_0080,train,bruise,data/datasets/efficientnet_with_normal/images/bruise_yolo_raw_synthetic_wound__syn_wound_0080.png,yolo_processed,SYNTHETIC,bc353164077c9729eb3d5af702b16f1c101093eae9e8ba853dd7a475263f7c09
yolo_raw_synthetic_wound__syn_wound_0128,train,bruise,data/datasets/efficientnet_with_normal/images/bruise_yolo_raw_synthetic_wound__syn_wound_0128.png,yolo_processed,SYNTHETIC,c4146475dbcc02cfe9ca5d8aecd1c501f33c748b905197d8f96c87865544c426
yolo_raw_synthetic_wound__syn_wound_0163,train,bruise,data/datasets/efficientnet_with_normal/images/bruise_yolo_raw_synthetic_wound__syn_wound_0163.png,yolo_processed,SYNTHETIC,cd8c027d07ad5141421b46f4f2538b96edd33f0f72652e2ff75016c25907577f
yolo_raw_synthetic_wound__syn_wound_0167,train,bruise,data/datasets/efficientnet_with_normal/images/bruise_yolo_raw_synthetic_wound__syn_wound_0167.png,yolo_processed,SYNTHETIC,d1bdff6c691cd1c31a4ff373c4dea67e6aaab59ef21db4ab7000e2c8786785fc
yolo_yolo_real_wound__public_sample_0002,test,bruise,data/datasets/efficientnet_with_normal/images/bruise_yolo_yolo_real_wound__public_sample_0002.png,yolo_processed,SYNTHETIC,b5b1eaa164eed94f775a3402658434e6e6c0fa5b4e2f38aa2cfbd8d81f00a88c
yolo_raw_synthetic_wound__syn_wound_0004,train,cut,data/datasets/efficientnet_with_normal/images/cut_yolo_raw_synthetic_wound__syn_wound_0004.png,yolo_processed,SYNTHETIC,c33141291e1768f503b9e2fe7a06b48cf14e8e562b599ec2a7186d7facfc0d4c
yolo_raw_synthetic_wound__syn_wound_0030,train,cut,data/datasets/efficientnet_with_normal/images/cut_yolo_raw_synthetic_wound__syn_wound_0030.png,yolo_processed,SYNTHETIC,db76567577e831aef50b64182ed67873d0d375512cdac752a022b64cea3cefed
yolo_raw_synthetic_wound__syn_wound_0033,train,cut,data/datasets/efficientnet_with_normal/images/cut_yolo_raw_synthetic_wound__syn_wound_0033.png,yolo_processed,SYNTHETIC,b4c3a1cf3c534e2deaf245133fbc1d5bf9352c481770a1b83b0c5f040ae608ed
yolo_raw_synthetic_wound__syn_wound_0071,train,cut,data/datasets/efficientnet_with_normal/images/cut_yolo_raw_synthetic_wound__syn_wound_0071.png,yolo_processed,SYNTHETIC,b2b5a924228286812f829e5279fe23d928f9d8b4d94bd9306c0188a7ed695f40
yolo_raw_synthetic_wound__syn_wound_0081,train,cut,data/datasets/efficientnet_with_normal/images/cut_yolo_raw_synthetic_wound__syn_wound_0081.png,yolo_processed,SYNTHETIC,b3fde7c8d8572414c90d8899fa1f5b7549a1bfe5f4a7dfa92d07176e9f73b030
yolo_raw_synthetic_wound__syn_wound_0133,val,cut,data/datasets/efficientnet_with_normal/images/cut_yolo_raw_synthetic_wound__syn_wound_0133.png,yolo_processed,SYNTHETIC,c4d8df976c4f8b2860c974459ff430936961a18a4a3c9621faf93b4d89445b9c
yolo_raw_synthetic_wound__syn_wound_0134,train,cut,data/datasets/efficientnet_with_normal/images/cut_yolo_raw_synthetic_wound__syn_wound_0134.png,yolo_processed,SYNTHETIC,c2e2ba7f1bdd50112f38e8549fb1eb695142bb925dd5cd72edf29ce9fa684a93
yolo_raw_synthetic_wound__syn_wound_0145,train,cut,data/datasets/efficientnet_with_normal/images/cut_yolo_raw_synthetic_wound__syn_wound_0145.png,yolo_processed,SYNTHETIC,e2124a63ae2184963710fba1bd66e5ec55c803ec6d2c4dc4dc0d2bc6599cba79
yolo_raw_synthetic_wound__syn_wound_0202,val,cut,data/datasets/efficientnet_with_normal/images/cut_yolo_raw_synthetic_wound__syn_wound_0202.png,yolo_processed,SYNTHETIC,b6cd253278e1f1391871f0e1df5f731c927e1caec12acf24bca9037c8c2604fd
normal_black_0,train,normal,data/datasets/efficientnet_with_normal/images/normal_black_0.png,synthetic_reject,SYNTHETIC_REJECT,68445da152a95b73515db5a725340d88e0753617b0066c3ca7f520fa214962c1
normal_white_0,train,normal,data/datasets/efficientnet_with_normal/images/normal_white_0.png,synthetic_reject,SYNTHETIC_REJECT,155bde26004e84abb5d847913c172d6c3dd074e80b733d88b22353c0fb1eb676
normal_gray_0,train,normal,data/datasets/efficientnet_with_normal/images/normal_gray_0.png,synthetic_reject,SYNTHETIC_REJECT,e78eba146e4c05bfe7e6485382b306aea522fbb217ec72f560a60c47e53b8c8c
normal_skin_0,val,normal,data/datasets/efficientnet_with_normal/images/normal_skin_0.png,synthetic_reject,SYNTHETIC_REJECT,8ee7871cab14ccb91af22a0c8f794e0ce793ec01e8f275a9c7de0fcb39c9c22c
normal_noise_0,train,normal,data/datasets/efficientnet_with_normal/images/normal_noise_0.png,synthetic_reject,SYNTHETIC_REJECT,61e4a3aad3ac1a95b7dadaf38ca5f21c360f7a1febcf5a5a2d6f00b222c6b24a
normal_blue_0,train,normal,data/datasets/efficientnet_with_normal/images/normal_blue_0.png,synthetic_reject,SYNTHETIC_REJECT,17829a55a9240da72aeb329d17e47a69b6aeab025c79514e66598fa31d92c964
normal_gray_1,train,normal,data/datasets/efficientnet_with_normal/images/normal_gray_1.png,synthetic_reject,SYNTHETIC_REJECT,2d9644c071621579f36448074ac115ef135bfa01793acb83a843dfbe71fb903a
normal_skin_1,train,normal,data/datasets/efficientnet_with_normal/images/normal_skin_1.png,synthetic_reject,SYNTHETIC_REJECT,849fa9293b14df64400caf735eece89d2834c32c9b3adcb9916b1b18dcb22547
normal_noise_1,train,normal,data/datasets/efficientnet_with_normal/images/normal_noise_1.png,synthetic_reject,SYNTHETIC_REJECT,cad1b7ed2d0fb419842b85e0b76814ae2af34888086111d913531a5701306a99
normal_blue_1,train,normal,data/datasets/efficientnet_with_normal/images/normal_blue_1.png,synthetic_reject,SYNTHETIC_REJECT,7961c2c332abd0d2f9ef400e3e38e06b452879de91d6276d5e04bb4df6c2b4d1
normal_gray_2,train,normal,data/datasets/efficientnet_with_normal/images/normal_gray_2.png,synthetic_reject,SYNTHETIC_REJECT,7f1fdbc2b2f826d3c078823f3475437ad3156ba58be02fa9db7b0e681cf66171
normal_skin_2,train,normal,data/datasets/efficientnet_with_normal/images/normal_skin_2.png,synthetic_reject,SYNTHETIC_REJECT,0c7974a33e727ac51754baa6a01316f94a9a81732995df04688fa049d91a09a6
normal_noise_2,val,normal,data/datasets/efficientnet_with_normal/images/normal_noise_2.png,synthetic_reject,SYNTHETIC_REJECT,57ed62a69dbae62507a8378692e109a588919ca9a6e284366e696364866a2539
normal_blue_2,test,normal,data/datasets/efficientnet_with_normal/images/normal_blue_2.png,synthetic_reject,SYNTHETIC_REJECT,9d8a2a2791a44a03017d734d879a3e8a208b1cea13681bf8d9ae819201c1466f
normal_gray_3,train,normal,data/datasets/efficientnet_with_normal/images/normal_gray_3.png,synthetic_reject,SYNTHETIC_REJECT,51cc53d39f8250419baf97a6e6367746a040917b9f883e5e022d50ef9d24b29f
normal_skin_3,test,normal,data/datasets/efficientnet_with_normal/images/normal_skin_3.png,synthetic_reject,SYNTHETIC_REJECT,2f7212804a7e5d86bfee37dc23cd9cc1d69eab1938ec1223d11527c5b92b7de5
normal_noise_3,val,normal,data/datasets/efficientnet_with_normal/images/normal_noise_3.png,synthetic_reject,SYNTHETIC_REJECT,44e410e6f325e8190453bd398e77e711496d15c2b0e08c69b60a9f41be83836c
normal_blue_3,train,normal,data/datasets/efficientnet_with_normal/images/normal_blue_3.png,synthetic_reject,SYNTHETIC_REJECT,f5b51cd21e68b3715be120a7395d76dd3f03fad0f2366f77de420db6c0b8e5a9
normal_gray_4,train,normal,data/datasets/efficientnet_with_normal/images/normal_gray_4.png,synthetic_reject,SYNTHETIC_REJECT,079d4143f50c78399b470604684778a6083f2f87b5148b2c4b9b21e35746056a
normal_skin_4,test,normal,data/datasets/efficientnet_with_normal/images/normal_skin_4.png,synthetic_reject,SYNTHETIC_REJECT,2e8558f33d73a997c97eded51c0b0064297c23a8adcca73564140f56a43dc7bd
normal_noise_4,train,normal,data/datasets/efficientnet_with_normal/images/normal_noise_4.png,synthetic_reject,SYNTHETIC_REJECT,39729cbc69e4abf0fd3e6737366cf168eeec5b3f79834b513d072cdba7dabb8b
normal_blue_4,train,normal,data/datasets/efficientnet_with_normal/images/normal_blue_4.png,synthetic_reject,SYNTHETIC_REJECT,6d151aee044b87f3edd1e31c9b631bf256fa2d41a37fdb4d36e46591972ee13a
normal_gray_5,train,normal,data/datasets/efficientnet_with_normal/images/normal_gray_5.png,synthetic_reject,SYNTHETIC_REJECT,5e05b5e6bfcc06c97ed2a382f4da1c650e11e2b1248475efcf42e4840c2e0141
normal_skin_5,train,normal,data/datasets/efficientnet_with_normal/images/normal_skin_5.png,synthetic_reject,SYNTHETIC_REJECT,88778aee0fca3ae49ea08d4f0e9c21103cf5152b0b8c203932a90caeede9c2a9
normal_noise_5,test,normal,data/datasets/efficientnet_with_normal/images/normal_noise_5.png,synthetic_reject,SYNTHETIC_REJECT,eb16833a2f19cea68050c1c14a992459deb0cfc61faffaf1f4460ea4bbe3b439
normal_blue_5,train,normal,data/datasets/efficientnet_with_normal/images/normal_blue_5.png,synthetic_reject,SYNTHETIC_REJECT,310a72c4774ae0c949bb2d418fd07ff06276a0bc97b46d9bae1cd545fde8485d
normal_gray_6,test,normal,data/datasets/efficientnet_with_normal/images/normal_gray_6.png,synthetic_reject,SYNTHETIC_REJECT,9c008645ac0bfb550716b01c72cffdf83d8e25b4071cda256f63af5ecc2add34
normal_skin_6,val,normal,data/datasets/efficientnet_with_normal/images/normal_skin_6.png,synthetic_reject,SYNTHETIC_REJECT,cad7c680d2191fe21c5e391ad7abc3b87a44e38f28c366d15fd0952ba7d38604
normal_noise_6,train,normal,data/datasets/efficientnet_with_normal/images/normal_noise_6.png,synthetic_reject,SYNTHETIC_REJECT,3e0a5634afa5124402b0f508449a227e8928aa32079ea61d252135448784a963
normal_blue_6,train,normal,data/datasets/efficientnet_with_normal/images/normal_blue_6.png,synthetic_reject,SYNTHETIC_REJECT,cb056568d4da90512227b67a8f8c7ca1814ca191d05b15e5ed3b7c31ab311e5e
normal_gray_7,train,normal,data/datasets/efficientnet_with_normal/images/normal_gray_7.png,synthetic_reject,SYNTHETIC_REJECT,f22fcf9ac7057692b98a29e24edf051f240521021dd6084a33e7ee6410d48e8d
normal_skin_7,train,normal,data/datasets/efficientnet_with_normal/images/normal_skin_7.png,synthetic_reject,SYNTHETIC_REJECT,5a7b702be0b23432b71fbe6e652e1c7520d253fa59c9913d07c8d3ff89cbacb5
normal_noise_7,train,normal,data/datasets/efficientnet_with_normal/images/normal_noise_7.png,synthetic_reject,SYNTHETIC_REJECT,44a90b10b395cc327377b5298f9897af022c902d19df7633a06d4752a01239fa
normal_blue_7,train,normal,data/datasets/efficientnet_with_normal/images/normal_blue_7.png,synthetic_reject,SYNTHETIC_REJECT,3e70d4e3c8f969833aaeda23526750648bdd706b98031fe69e36ddcbe69cd626
normal_gray_8,val,normal,data/datasets/efficientnet_with_normal/images/normal_gray_8.png,synthetic_reject,SYNTHETIC_REJECT,0838a933238d166d7e1843d490206508b4e37addcb72b57fe84a969ed01aca30
normal_skin_8,train,normal,data/datasets/efficientnet_with_normal/images/normal_skin_8.png,synthetic_reject,SYNTHETIC_REJECT,975e758d2ba43050f73e62b8782fcce0cf1ec62741be9e57121d3f5fc503d0ed
normal_noise_8,train,normal,data/datasets/efficientnet_with_normal/images/normal_noise_8.png,synthetic_reject,SYNTHETIC_REJECT,b59831d79f27540c89a0f123ac28bb361dd63085b28f173310ce680128bdd8ba
normal_blue_8,train,normal,data/datasets/efficientnet_with_normal/images/normal_blue_8.png,synthetic_reject,SYNTHETIC_REJECT,95aaf0ea75dbb5cf68b2e4929113ff7fac761a604cff6edbc4ef980629b8aca4
normal_gray_9,train,normal,data/datasets/efficientnet_with_normal/images/normal_gray_9.png,synthetic_reject,SYNTHETIC_REJECT,4be6d512e9e2d979df020040cb68846ba98b99d4d59d7a2f5bb5e394549961d2
normal_skin_9,train,normal,data/datasets/efficientnet_with_normal/images/normal_skin_9.png,synthetic_reject,SYNTHETIC_REJECT,40f9775f1a00e305c835a710ac73248f053a0eabb4c0e80d107cd8ee3eff16f8
normal_noise_9,test,normal,data/datasets/efficientnet_with_normal/images/normal_noise_9.png,synthetic_reject,SYNTHETIC_REJECT,3495d497da2cb897be70fd5a8a5971bceb36fb0ec7820aad7697bf4bfe9cb942
normal_blue_9,train,normal,data/datasets/efficientnet_with_normal/images/normal_blue_9.png,synthetic_reject,SYNTHETIC_REJECT,dec230be3aa27c3e568d4ee0b794eb9eea0fee5d867f8254e09838e256dfdbee
normal_gray_10,val,normal,data/datasets/efficientnet_with_normal/images/normal_gray_10.png,synthetic_reject,SYNTHETIC_REJECT,4a6ad4107de6cf7574ba6ba5dba229f3787ea00f24c382253641c32cbe1bb3a2
normal_skin_10,val,normal,data/datasets/efficientnet_with_normal/images/normal_skin_10.png,synthetic_reject,SYNTHETIC_REJECT,da7a64f572df6827305722f3e4c771ecbe9dce044a52f09e9045ebf795f5da67
normal_noise_10,test,normal,data/datasets/efficientnet_with_normal/images/normal_noise_10.png,synthetic_reject,SYNTHETIC_REJECT,e59040262ae6f0e41290b17ac9657e9f8c1a0fbfa6e8870c30a7387c973567a7
normal_blue_10,train,normal,data/datasets/efficientnet_with_normal/images/normal_blue_10.png,synthetic_reject,SYNTHETIC_REJECT,73d6615edf46c61f8eff49928b9b3f433f33825312c39da5985e4465deee3552
normal_gray_11,val,normal,data/datasets/efficientnet_with_normal/images/normal_gray_11.png,synthetic_reject,SYNTHETIC_REJECT,b9042d92a32f36f883c8f54e20a212652b269b6f51285f3e1861de5cad421d5f
normal_skin_11,train,normal,data/datasets/efficientnet_with_normal/images/normal_skin_11.png,synthetic_reject,SYNTHETIC_REJECT,61522997ae0153b1645e11a52d9c672078244b852a47bc1d9308c4f43325468c
normal_noise_11,train,normal,data/datasets/efficientnet_with_normal/images/normal_noise_11.png,synthetic_reject,SYNTHETIC_REJECT,c726dff87283ec118d8cae0114df80599e80ffe7485cca1107ff5aa0170207a5
normal_blue_11,test,normal,data/datasets/efficientnet_with_normal/images/normal_blue_11.png,synthetic_reject,SYNTHETIC_REJECT,ecd3014356d3fb64147059797e85025e3aa3bbd6a6e6be04644adb5dfb15acef
