sample_id,subject_id,original_label,canonical_label,mapping_reason,sampling_rate_hz,window_seconds,peak_g_force,peak_accel_ms2,peak_jerk_gs,accel_variance,gyro_variance,sma,stabilization_seconds,impact_flag,source_dataset,split_method,split
sens_0109,subj_033,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.5186,24.699,78.2066,0.01946,0.089905,10.2207,1.52,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0110,subj_034,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,5.1103,50.1147,206.6805,0.135007,0.134073,10.4397,1.54,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0111,subj_035,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,5.801,56.8886,240.1709,0.183885,0.070001,10.5237,1.2,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,val
sens_0112,subj_036,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,6.3926,62.6897,271.773,0.232153,0.047664,10.4971,1.3,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,val
sens_0113,subj_037,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,8.9639,87.9056,398.5755,0.503608,0.143667,10.7804,1.26,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0114,subj_038,hard_impact_collision,impact,Mapped 'hard_impact_collision' to research telemetry taxonomy 'impact',50.0,2.5,9.3004,91.206,416.0912,0.547734,0.037903,10.7569,1.38,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0115,subj_001,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,9.4914,93.0786,423.1197,0.572699,0.121853,10.83,1.34,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0116,subj_002,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.0836,20.433,55.8862,0.010274,0.108039,10.2173,1.32,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0117,subj_003,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.4589,24.1133,73.5151,0.017619,0.09769,10.2553,1.42,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0118,subj_004,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.0155,19.7649,53.0675,0.009075,0.068478,10.2219,1.62,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,val
sens_0119,subj_005,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.7096,26.5723,85.8031,0.024077,0.160513,10.2276,1.74,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0120,subj_006,hard_impact_collision,impact,Mapped 'hard_impact_collision' to research telemetry taxonomy 'impact',50.0,2.5,8.0009,78.4621,352.03,0.389825,0.094924,10.6966,1.38,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0121,subj_007,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.0901,20.4971,56.0846,0.010196,0.059444,10.2128,1.48,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0122,subj_008,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,7.8986,77.4592,346.3953,0.378566,0.08161,10.6839,1.34,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,test
sens_0123,subj_009,hard_impact_collision,impact,Mapped 'hard_impact_collision' to research telemetry taxonomy 'impact',50.0,2.5,13.0214,127.6959,600.6446,1.147336,0.057183,11.0995,1.14,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0124,subj_010,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,8.9768,88.0319,399.4186,0.505172,0.0643,10.7652,1.84,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0125,subj_011,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.2069,21.6426,61.3904,0.012395,0.03635,10.2595,1.28,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,test
sens_0126,subj_012,hard_impact_collision,impact,Mapped 'hard_impact_collision' to research telemetry taxonomy 'impact',50.0,2.5,10.368,101.6753,467.9515,0.697516,0.114657,10.8329,1.64,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0127,subj_013,hard_impact_collision,impact,Mapped 'hard_impact_collision' to research telemetry taxonomy 'impact',50.0,2.5,9.3591,91.7817,416.3006,0.555158,0.063558,10.7937,1.56,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0128,subj_014,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.2911,22.4683,62.8347,0.014125,0.157846,10.2655,1.6,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0129,subj_015,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,5.2096,51.0889,211.4306,0.141394,0.090813,10.4682,1.74,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,test
sens_0130,subj_016,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,6.859,67.2643,292.5825,0.273314,0.045012,10.5798,1.24,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0131,subj_017,hard_impact_collision,impact,Mapped 'hard_impact_collision' to research telemetry taxonomy 'impact',50.0,2.5,14.2945,140.181,665.8213,1.403102,0.054309,11.2026,1.24,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0132,subj_018,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,8.0097,78.5486,352.7889,0.39127,0.039796,10.6426,1.64,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0133,subj_019,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,4.5762,44.8775,178.4021,0.102467,0.193869,10.3811,1.52,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,test
sens_0134,subj_020,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.0581,20.1827,54.0767,0.009787,0.147868,10.2212,1.16,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0135,subj_021,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.5861,25.3611,79.79,0.020728,0.179896,10.2998,1.42,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,test
sens_0136,subj_022,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,6.3232,62.0098,265.7144,0.226071,0.064837,10.5478,1.48,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0137,subj_023,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.3458,23.0041,70.1615,0.015411,0.044079,10.2751,1.1,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,test
sens_0138,subj_024,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,9.3388,91.5819,416.7251,0.5522,0.065791,10.8137,1.7,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,val
sens_0139,subj_025,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,1.9615,19.236,49.5859,0.008183,0.161022,10.2589,1.22,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0140,subj_026,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.4613,24.1372,75.0604,0.017817,0.164617,10.2569,1.12,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0141,subj_027,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.0017,19.6297,53.401,0.008704,0.043224,10.2677,1.68,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0142,subj_028,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.6874,26.354,84.9897,0.023454,0.093263,10.2814,1.16,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0143,subj_029,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,6.2084,60.8834,261.0764,0.216689,0.064473,10.5197,1.22,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,test
sens_0144,subj_030,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,5.9508,58.3572,248.7957,0.195588,0.185253,10.5185,1.22,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0145,subj_031,hard_impact_collision,impact,Mapped 'hard_impact_collision' to research telemetry taxonomy 'impact',50.0,2.5,11.4592,112.3764,524.5337,0.869332,0.168271,10.9484,1.5,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0146,subj_032,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,6.8562,67.236,294.605,0.273112,0.151728,10.5929,1.42,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,val
sens_0147,subj_033,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.107,20.6622,54.9552,0.01071,0.059862,10.1657,1.74,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0148,subj_034,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,7.9319,77.7851,350.1899,0.382954,0.045314,10.6313,1.44,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0149,subj_035,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.3217,22.7677,66.2158,0.014814,0.100002,10.2242,1.24,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,val
sens_0150,subj_036,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,7.2247,70.8497,311.8005,0.308351,0.104518,10.5883,1.66,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,val
sens_0151,subj_037,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.6584,26.0704,84.0808,0.022516,0.184604,10.2725,1.72,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0152,subj_038,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,7.1604,70.2195,309.3075,0.301728,0.175478,10.647,1.74,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0153,subj_001,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.0155,19.7654,52.2488,0.00932,0.073079,10.1588,1.3,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0154,subj_002,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.0268,19.8762,52.0136,0.009302,0.075039,10.1411,1.6,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0155,subj_003,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.1822,21.3997,59.2477,0.012343,0.186243,10.1687,1.66,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0156,subj_004,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,5.7612,56.4984,237.1054,0.180693,0.046623,10.4844,1.54,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,val
sens_0157,subj_005,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.1804,21.3827,59.1445,0.011643,0.106265,10.2766,1.72,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0158,subj_006,hard_impact_collision,impact,Mapped 'hard_impact_collision' to research telemetry taxonomy 'impact',50.0,2.5,13.6038,133.4077,631.1174,1.263316,0.047129,11.0218,1.84,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0159,subj_007,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.739,26.8604,87.9937,0.024836,0.058905,10.2888,1.38,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0160,subj_008,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,4.8679,47.7373,193.4243,0.119611,0.146505,10.3993,1.84,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,test
sens_0161,subj_009,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.3975,23.5113,71.7761,0.016273,0.059746,10.2245,1.22,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0162,subj_010,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,4.9037,48.0885,196.9327,0.121991,0.09093,10.3861,1.16,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0163,subj_011,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.5122,24.6362,77.8924,0.018979,0.057744,10.2228,1.86,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,test
sens_0164,subj_012,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,9.0845,89.0881,402.442,0.519365,0.12463,10.7764,1.84,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0165,subj_013,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,7.4243,72.8075,321.375,0.328443,0.188352,10.6385,1.38,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0166,subj_014,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.248,22.045,63.1597,0.013336,0.183222,10.1825,1.52,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0167,subj_015,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,1.9584,19.2052,47.1748,0.008145,0.096778,10.2456,1.22,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,test
sens_0168,subj_016,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.2651,22.2127,64.3468,0.01354,0.129665,10.2241,1.34,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0169,subj_017,hard_impact_collision,impact,Mapped 'hard_impact_collision' to research telemetry taxonomy 'impact',50.0,2.5,11.9765,117.449,549.1418,0.957371,0.058099,10.9571,1.8,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0170,subj_018,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,8.4434,82.8014,370.7422,0.440632,0.068858,10.715,1.54,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0171,subj_019,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,6.1823,60.6275,261.0524,0.213572,0.149281,10.5617,1.52,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,test
sens_0172,subj_020,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,8.3869,82.2479,370.4448,0.434088,0.035149,10.6736,1.3,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0173,subj_021,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,5.276,51.7401,215.302,0.145919,0.072029,10.4763,1.66,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,test
sens_0174,subj_022,hard_impact_collision,impact,Mapped 'hard_impact_collision' to research telemetry taxonomy 'impact',50.0,2.5,14.3139,140.3717,667.4307,1.406103,0.099634,11.2163,1.76,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0175,subj_023,hard_impact_collision,impact,Mapped 'hard_impact_collision' to research telemetry taxonomy 'impact',50.0,2.5,13.147,128.928,607.2088,1.171806,0.048148,11.0872,1.54,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,test
sens_0176,subj_024,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,7.3249,71.8332,316.0341,0.317677,0.103594,10.6964,1.2,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,val
sens_0177,subj_025,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.6017,25.514,80.3832,0.02117,0.155022,10.2901,1.56,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0178,subj_026,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,6.4382,63.1371,272.7774,0.235364,0.080834,10.6061,1.14,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0179,subj_027,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.2795,22.3547,65.5281,0.013642,0.152513,10.2569,1.2,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0180,subj_028,hard_impact_collision,impact,Mapped 'hard_impact_collision' to research telemetry taxonomy 'impact',50.0,2.5,14.5145,142.3382,676.9701,1.449881,0.059325,11.2132,1.66,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0181,subj_029,hard_impact_collision,impact,Mapped 'hard_impact_collision' to research telemetry taxonomy 'impact',50.0,2.5,13.1527,128.9838,608.5529,1.172245,0.037093,11.0902,1.62,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,test
sens_0182,subj_030,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.3667,23.2092,71.0281,0.015994,0.174382,10.213,1.28,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0183,subj_031,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.5582,25.0874,80.2159,0.0202,0.125803,10.2011,1.46,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0184,subj_032,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,9.7197,95.3176,438.6166,0.604466,0.081459,10.7799,1.78,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,val
sens_0185,subj_033,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.5285,24.7966,75.6095,0.019136,0.181355,10.3155,1.1,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0186,subj_034,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,1.9512,19.1346,46.7514,0.008116,0.103802,10.1813,1.12,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0187,subj_035,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,7.7885,76.3791,340.9624,0.36707,0.107461,10.6183,1.44,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,val
sens_0188,subj_036,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,1.9368,18.9934,47.7955,0.00788,0.04329,10.23,1.2,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,val
sens_0189,subj_037,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,9.4084,92.265,419.6387,0.561264,0.083496,10.8618,1.4,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0190,subj_038,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.1242,20.8316,58.1985,0.01069,0.15497,10.215,1.16,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0191,subj_001,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,6.484,63.5863,273.7665,0.239719,0.155483,10.575,1.42,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0192,subj_002,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.7905,27.3657,92.4432,0.02647,0.09344,10.2576,1.26,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0193,subj_003,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.6025,25.5223,80.527,0.021264,0.176573,10.1832,1.2,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0194,subj_004,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,5.994,58.7807,248.2907,0.198794,0.066472,10.523,1.86,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,val
sens_0195,subj_005,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,6.0586,59.4141,254.0832,0.204051,0.060506,10.4652,1.28,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0196,subj_006,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,1.9387,19.0123,49.6639,0.007802,0.178114,10.192,1.56,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0197,subj_007,normal_walking,normal_activity,Mapped 'normal_walking' to research telemetry taxonomy 'normal_activity',50.0,2.5,2.1033,20.6266,55.7919,0.010524,0.082176,10.2526,1.22,0.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0198,subj_008,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,8.3629,82.0123,369.0372,0.430767,0.104953,10.7244,1.4,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,test
sens_0199,subj_009,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,5.8119,56.9949,240.7947,0.184681,0.08033,10.4539,1.7,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
sens_0200,subj_010,lateral_fall,fall,Mapped 'lateral_fall' to research telemetry taxonomy 'fall',50.0,2.5,8.8845,87.1268,393.9222,0.49469,0.069877,10.7154,1.16,1.0,SisFall / UCI HAR Motion Telemetry,subject_level_split,train
