sample_id,split,subject_id,dest_image,dest_label,source_dataset,source_path,provenance,pixel_sha256,n_boxes,class_ids
wound_azh_patches_29544fe3f010cd0ee1965a85d06fee8a_0,val,azh:29544fe3f010cd0ee1965a85d06fee8a,data/datasets/yolo_wound_boxes_v1/images/val/wound_azh_patches_29544fe3f010cd0ee1965a85d06fee8a_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/val/wound_azh_patches_29544fe3f010cd0ee1965a85d06fee8a_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/29544fe3f010cd0ee1965a85d06fee8a_0.png,PUBLIC_REAL_PHOTOS,4d863655c11732637efd42b0e1d612a001b58ffaa886a123099578bdfe342901,1,2
wound_azh_patches_297341efdad1ff8b99a035544636747e_0,train,azh:297341efdad1ff8b99a035544636747e,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_297341efdad1ff8b99a035544636747e_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_297341efdad1ff8b99a035544636747e_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/297341efdad1ff8b99a035544636747e_0.png,PUBLIC_REAL_PHOTOS,eb3007950bdee836c25b9d045751126c77beaac996a39c3c23d02b76655f8981,1,2
wound_azh_patches_297fd021fd06e777f260732eb4c6b6df_0,test,azh:297fd021fd06e777f260732eb4c6b6df,data/datasets/yolo_wound_boxes_v1/images/test/wound_azh_patches_297fd021fd06e777f260732eb4c6b6df_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/test/wound_azh_patches_297fd021fd06e777f260732eb4c6b6df_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/297fd021fd06e777f260732eb4c6b6df_0.png,PUBLIC_REAL_PHOTOS,c01aa1860c9bbac1d6caf73b33c2890dc76c5608419c5c743b97b112af8032dd,1,2
wound_azh_patches_29a0841f35c311894f34a6e1fac1245b_0,test,azh:29a0841f35c311894f34a6e1fac1245b,data/datasets/yolo_wound_boxes_v1/images/test/wound_azh_patches_29a0841f35c311894f34a6e1fac1245b_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/test/wound_azh_patches_29a0841f35c311894f34a6e1fac1245b_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/29a0841f35c311894f34a6e1fac1245b_0.png,PUBLIC_REAL_PHOTOS,e655acea17d4795a71f025a5828330acc9511290aa5e71028ec792047381a2c3,1,2
wound_azh_patches_2a38cd7d0f8e895d827f5cdfc634522b_0,train,azh:2a38cd7d0f8e895d827f5cdfc634522b,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2a38cd7d0f8e895d827f5cdfc634522b_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2a38cd7d0f8e895d827f5cdfc634522b_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2a38cd7d0f8e895d827f5cdfc634522b_0.png,PUBLIC_REAL_PHOTOS,2258a91a7905be87634ace218051fa2ba1114f9b27ec381a7f0e70a2094a0f82,1,2
wound_azh_patches_2a48e7fbb41d02824a79b895f1d2cda8_0,train,azh:2a48e7fbb41d02824a79b895f1d2cda8,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2a48e7fbb41d02824a79b895f1d2cda8_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2a48e7fbb41d02824a79b895f1d2cda8_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2a48e7fbb41d02824a79b895f1d2cda8_0.png,PUBLIC_REAL_PHOTOS,411c208c9b355d5b4c1f2924fd96892ab647249ef964934aec8940964d612564,1,2
wound_azh_patches_2a622fc070d8601c5b5ca71fd86f23c1_0,val,azh:2a622fc070d8601c5b5ca71fd86f23c1,data/datasets/yolo_wound_boxes_v1/images/val/wound_azh_patches_2a622fc070d8601c5b5ca71fd86f23c1_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/val/wound_azh_patches_2a622fc070d8601c5b5ca71fd86f23c1_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2a622fc070d8601c5b5ca71fd86f23c1_0.png,PUBLIC_REAL_PHOTOS,4aedc186f83f07968c311b5c6139b65908535b29b2a45adeaf97bc1714dde038,1,2
wound_azh_patches_2a622fc070d8601c5b5ca71fd86f23c1_1,val,azh:2a622fc070d8601c5b5ca71fd86f23c1,data/datasets/yolo_wound_boxes_v1/images/val/wound_azh_patches_2a622fc070d8601c5b5ca71fd86f23c1_1.jpg,data/datasets/yolo_wound_boxes_v1/labels/val/wound_azh_patches_2a622fc070d8601c5b5ca71fd86f23c1_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/2a622fc070d8601c5b5ca71fd86f23c1_1.png,PUBLIC_REAL_PHOTOS,8f27e38d62eac538c585bb758ab691161b96341b9c49469a27bdf8bfac52e813,1,2
wound_azh_patches_2aeae5c06f4a8cc786292b1bb598afd9_0,test,azh:2aeae5c06f4a8cc786292b1bb598afd9,data/datasets/yolo_wound_boxes_v1/images/test/wound_azh_patches_2aeae5c06f4a8cc786292b1bb598afd9_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/test/wound_azh_patches_2aeae5c06f4a8cc786292b1bb598afd9_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2aeae5c06f4a8cc786292b1bb598afd9_0.png,PUBLIC_REAL_PHOTOS,cc27ea0d52411ffa157023728cf898f2ee7be1b8ba8e0d88e705851a7cf4a0c0,1,2
wound_azh_patches_2aeae5c06f4a8cc786292b1bb598afd9_1,test,azh:2aeae5c06f4a8cc786292b1bb598afd9,data/datasets/yolo_wound_boxes_v1/images/test/wound_azh_patches_2aeae5c06f4a8cc786292b1bb598afd9_1.jpg,data/datasets/yolo_wound_boxes_v1/labels/test/wound_azh_patches_2aeae5c06f4a8cc786292b1bb598afd9_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/2aeae5c06f4a8cc786292b1bb598afd9_1.png,PUBLIC_REAL_PHOTOS,2d0ae960cb8504945ac971ac15577bbc628750761e6b7bfe0a462d29f6392835,1,2
wound_azh_patches_2b2c2a53aee16a6befdff3cb24c41634_0,train,azh:2b2c2a53aee16a6befdff3cb24c41634,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2b2c2a53aee16a6befdff3cb24c41634_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2b2c2a53aee16a6befdff3cb24c41634_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2b2c2a53aee16a6befdff3cb24c41634_0.png,PUBLIC_REAL_PHOTOS,883df50bd7d595a2d393dbd75904a09083d3fa760a86da1f8bc0f0f52279cf9f,1,2
wound_azh_patches_2b76f204fc28ebbe6be635e099feb791_0,train,azh:2b76f204fc28ebbe6be635e099feb791,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2b76f204fc28ebbe6be635e099feb791_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2b76f204fc28ebbe6be635e099feb791_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2b76f204fc28ebbe6be635e099feb791_0.png,PUBLIC_REAL_PHOTOS,1aa567a6fad659a34bc523bd4c10b67c8099967bd936e75d58e0bdb62b219e7e,1,2
wound_azh_patches_2bdd37e61f5ea74699afd9d82f2a00b1_0,test,azh:2bdd37e61f5ea74699afd9d82f2a00b1,data/datasets/yolo_wound_boxes_v1/images/test/wound_azh_patches_2bdd37e61f5ea74699afd9d82f2a00b1_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/test/wound_azh_patches_2bdd37e61f5ea74699afd9d82f2a00b1_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2bdd37e61f5ea74699afd9d82f2a00b1_0.png,PUBLIC_REAL_PHOTOS,35777ad222cbf9fd753883f97bb5cdbcb97b6f0dae29610d50779229ce2dcac0,1,2
wound_azh_patches_2bfab02681774125930dbd7bcef9f486_0,val,azh:2bfab02681774125930dbd7bcef9f486,data/datasets/yolo_wound_boxes_v1/images/val/wound_azh_patches_2bfab02681774125930dbd7bcef9f486_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/val/wound_azh_patches_2bfab02681774125930dbd7bcef9f486_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2bfab02681774125930dbd7bcef9f486_0.png,PUBLIC_REAL_PHOTOS,c773d598e977a213bb91c9f090aa58c9e13377fdf8c1d997946cca0c1dcdb667,1,2
wound_azh_patches_2bfd96a42dc8f3da4e297a64881f18eb_0,test,azh:2bfd96a42dc8f3da4e297a64881f18eb,data/datasets/yolo_wound_boxes_v1/images/test/wound_azh_patches_2bfd96a42dc8f3da4e297a64881f18eb_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/test/wound_azh_patches_2bfd96a42dc8f3da4e297a64881f18eb_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2bfd96a42dc8f3da4e297a64881f18eb_0.png,PUBLIC_REAL_PHOTOS,b3a3ba4954e8fa1cc19618e6cb5b7fb3fb736726f610abf7a9408465aa6f9be9,1,2
wound_azh_patches_2c13c4147e8715cf645381ed4e06e55e_0,train,azh:2c13c4147e8715cf645381ed4e06e55e,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2c13c4147e8715cf645381ed4e06e55e_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2c13c4147e8715cf645381ed4e06e55e_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2c13c4147e8715cf645381ed4e06e55e_0.png,PUBLIC_REAL_PHOTOS,1b9d9a8a44b1b11a1f225569f9b34645cfd417186b89b186847accf987da1d2f,1,2
wound_azh_patches_2c6c04e7a70a7a5f46ccbdef1f176cb8_0,train,azh:2c6c04e7a70a7a5f46ccbdef1f176cb8,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2c6c04e7a70a7a5f46ccbdef1f176cb8_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2c6c04e7a70a7a5f46ccbdef1f176cb8_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2c6c04e7a70a7a5f46ccbdef1f176cb8_0.png,PUBLIC_REAL_PHOTOS,d0bd1b0c85a4fa8c8480ead6c3ebed62647dcf7e0b39fcc9a3784d86d66baae1,1,2
wound_azh_patches_2d3b097c8993ae0f7d0d6595238e2f7b_0,train,azh:2d3b097c8993ae0f7d0d6595238e2f7b,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2d3b097c8993ae0f7d0d6595238e2f7b_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2d3b097c8993ae0f7d0d6595238e2f7b_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2d3b097c8993ae0f7d0d6595238e2f7b_0.png,PUBLIC_REAL_PHOTOS,2539da77425e23a8062267f50e360ca8f63fa76f29c36770865bbd4b703a1bad,1,2
wound_azh_patches_2d6f3f8907b092a67c39e3d46ead8c04_0,train,azh:2d6f3f8907b092a67c39e3d46ead8c04,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2d6f3f8907b092a67c39e3d46ead8c04_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2d6f3f8907b092a67c39e3d46ead8c04_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2d6f3f8907b092a67c39e3d46ead8c04_0.png,PUBLIC_REAL_PHOTOS,14aed6e9c86914fd3795573069aacaec2e4e2be3cfa530ec35168a42dc8345e2,1,2
wound_azh_patches_2dc52f9246e9676dc417469a6851caee_0,train,azh:2dc52f9246e9676dc417469a6851caee,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2dc52f9246e9676dc417469a6851caee_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2dc52f9246e9676dc417469a6851caee_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2dc52f9246e9676dc417469a6851caee_0.png,PUBLIC_REAL_PHOTOS,4e0abef78af7ca97cac7590837968094fe064d057346c6e30ebe283377d566ee,1,2
wound_azh_patches_2ddef25c454171474b25f986aec589be_0,train,azh:2ddef25c454171474b25f986aec589be,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2ddef25c454171474b25f986aec589be_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2ddef25c454171474b25f986aec589be_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2ddef25c454171474b25f986aec589be_0.png,PUBLIC_REAL_PHOTOS,22d61d543b49aec170df00d9f3900f3708e682fb067eb76a024eb94476225441,1,2
wound_azh_patches_2e2bc13c6bc904debc7460780a18c886_0,train,azh:2e2bc13c6bc904debc7460780a18c886,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2e2bc13c6bc904debc7460780a18c886_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2e2bc13c6bc904debc7460780a18c886_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2e2bc13c6bc904debc7460780a18c886_0.png,PUBLIC_REAL_PHOTOS,7a5172e4414b8b6794f43e7358f962c20e9bcf628e2a8c8a9c38147277f6785a,1,2
wound_azh_patches_2e5770d4f2ab09831cac9298d4cc2d90_0,train,azh:2e5770d4f2ab09831cac9298d4cc2d90,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2e5770d4f2ab09831cac9298d4cc2d90_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2e5770d4f2ab09831cac9298d4cc2d90_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2e5770d4f2ab09831cac9298d4cc2d90_0.png,PUBLIC_REAL_PHOTOS,50da9b820a50b1145b0da7566a9513986af42ea468026d0d302aa62254ea3d4f,1,2
wound_azh_patches_2e5770d4f2ab09831cac9298d4cc2d90_1,train,azh:2e5770d4f2ab09831cac9298d4cc2d90,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2e5770d4f2ab09831cac9298d4cc2d90_1.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2e5770d4f2ab09831cac9298d4cc2d90_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/2e5770d4f2ab09831cac9298d4cc2d90_1.png,PUBLIC_REAL_PHOTOS,386388e07ec58d0f41cba004e060f56807e7c22b70a919a532bfd18fcd1e75d7,1,2
wound_azh_patches_2eddc2c3a195780f85d90ca456f09423_0,train,azh:2eddc2c3a195780f85d90ca456f09423,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2eddc2c3a195780f85d90ca456f09423_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2eddc2c3a195780f85d90ca456f09423_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2eddc2c3a195780f85d90ca456f09423_0.png,PUBLIC_REAL_PHOTOS,6a84d8c01b03ec681be073472bf867d02053511bfdc4a4399800df0d93740ce8,1,2
wound_azh_patches_2f16c657ecf60b824bf7d64b4081d771_0,train,azh:2f16c657ecf60b824bf7d64b4081d771,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2f16c657ecf60b824bf7d64b4081d771_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2f16c657ecf60b824bf7d64b4081d771_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2f16c657ecf60b824bf7d64b4081d771_0.png,PUBLIC_REAL_PHOTOS,020ff5b9d46ef26a8b8403c7dc00a2e92ce2a02c7dc947dbd73affd8f5e3edea,1,2
wound_azh_patches_2f26f5d792c6d7c18219c434a4978a74_0,train,azh:2f26f5d792c6d7c18219c434a4978a74,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2f26f5d792c6d7c18219c434a4978a74_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2f26f5d792c6d7c18219c434a4978a74_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2f26f5d792c6d7c18219c434a4978a74_0.png,PUBLIC_REAL_PHOTOS,946e947376e17e126d762afe8865cca30d0d3d1e7835d376522f05af3e037b47,1,2
wound_azh_patches_2fc1c6784ef0815924559c43bce24249_0,train,azh:2fc1c6784ef0815924559c43bce24249,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2fc1c6784ef0815924559c43bce24249_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2fc1c6784ef0815924559c43bce24249_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2fc1c6784ef0815924559c43bce24249_0.png,PUBLIC_REAL_PHOTOS,d252d406166bab646bee1d98afcb01fe1b53dd0dfa8385d529281c5abc43d87e,1,2
wound_azh_patches_2ff14644b638ea83cf796b31a68f7a25_0,train,azh:2ff14644b638ea83cf796b31a68f7a25,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_2ff14644b638ea83cf796b31a68f7a25_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_2ff14644b638ea83cf796b31a68f7a25_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/2ff14644b638ea83cf796b31a68f7a25_0.png,PUBLIC_REAL_PHOTOS,aeb1323e2d39f18f5f798a907bbc5f2bfcd478ceaefe6482892ce72ef47b2f13,1,2
wound_azh_patches_30232ee49701e60f0d93f1a142ba941b_0,val,azh:30232ee49701e60f0d93f1a142ba941b,data/datasets/yolo_wound_boxes_v1/images/val/wound_azh_patches_30232ee49701e60f0d93f1a142ba941b_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/val/wound_azh_patches_30232ee49701e60f0d93f1a142ba941b_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/30232ee49701e60f0d93f1a142ba941b_0.png,PUBLIC_REAL_PHOTOS,cfaa53fd033238f1d43128c08cd6980a44b487dcd0f6b43528db89c4cca224f8,1,2
wound_azh_patches_302d6a35b8498b1e57120c3dc277b097_0,train,azh:302d6a35b8498b1e57120c3dc277b097,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_302d6a35b8498b1e57120c3dc277b097_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_302d6a35b8498b1e57120c3dc277b097_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/302d6a35b8498b1e57120c3dc277b097_0.png,PUBLIC_REAL_PHOTOS,5837c9727a07382957f89d1f6bedb593dbd03d38ebf4f202eaa1a8f274a3069c,1,2
wound_azh_patches_30d440472837f5dfd663c2a81175f213_0,train,azh:30d440472837f5dfd663c2a81175f213,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_30d440472837f5dfd663c2a81175f213_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_30d440472837f5dfd663c2a81175f213_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/30d440472837f5dfd663c2a81175f213_0.png,PUBLIC_REAL_PHOTOS,a4a25f93062d38571a4d8ab3abb357bb83fe78bd526e9e7515e48a530ab68e58,1,2
wound_azh_patches_328fd8bc70eea53dd1749c01ce87904c_0,train,azh:328fd8bc70eea53dd1749c01ce87904c,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_328fd8bc70eea53dd1749c01ce87904c_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_328fd8bc70eea53dd1749c01ce87904c_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/328fd8bc70eea53dd1749c01ce87904c_0.png,PUBLIC_REAL_PHOTOS,5510e6ac03a95ebc1faac7a4fd8e6f02cd8f24a4d6c55fcf9126bd2315fd9e13,1,2
wound_azh_patches_32a49d5a9db69d378d35e3f38259730c_0,train,azh:32a49d5a9db69d378d35e3f38259730c,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_32a49d5a9db69d378d35e3f38259730c_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_32a49d5a9db69d378d35e3f38259730c_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/32a49d5a9db69d378d35e3f38259730c_0.png,PUBLIC_REAL_PHOTOS,f70b293f8f8b2dffc264848deb32082b9234f0cf79a2797cdab148a33fd7beba,1,2
wound_azh_patches_32dec6f67cc4f5c8aae39675faa9af26_0,test,azh:32dec6f67cc4f5c8aae39675faa9af26,data/datasets/yolo_wound_boxes_v1/images/test/wound_azh_patches_32dec6f67cc4f5c8aae39675faa9af26_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/test/wound_azh_patches_32dec6f67cc4f5c8aae39675faa9af26_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/32dec6f67cc4f5c8aae39675faa9af26_0.png,PUBLIC_REAL_PHOTOS,ec3113692a7b6dda2b99ce5a117592cbb8939dd81f64be63022431e38dd147d4,1,2
wound_azh_patches_3343f8a08d04c4d7bb96454876e028cc_0,train,azh:3343f8a08d04c4d7bb96454876e028cc,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_3343f8a08d04c4d7bb96454876e028cc_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_3343f8a08d04c4d7bb96454876e028cc_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/3343f8a08d04c4d7bb96454876e028cc_0.png,PUBLIC_REAL_PHOTOS,d76bcc11708220c0e4aa306e4c8c30c35c72b6e18567c6ce17a16e553109db8f,1,2
wound_azh_patches_334699cc2056f538ca47c018753c0faf_0,train,azh:334699cc2056f538ca47c018753c0faf,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_334699cc2056f538ca47c018753c0faf_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_334699cc2056f538ca47c018753c0faf_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/334699cc2056f538ca47c018753c0faf_0.png,PUBLIC_REAL_PHOTOS,b57af7326fea4f7d4c76ee8c1e9c189013a3d6fb398793fc913540ece42c38be,1,2
wound_azh_patches_33689d1fc36fd9021896986b23af9181_0,train,azh:33689d1fc36fd9021896986b23af9181,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_33689d1fc36fd9021896986b23af9181_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_33689d1fc36fd9021896986b23af9181_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/33689d1fc36fd9021896986b23af9181_0.png,PUBLIC_REAL_PHOTOS,08a5f02faae987f333c14af658b0e9087f3af9c4521f0a2c37a7ee4548e5f689,1,2
wound_azh_patches_336e44bfe352195e75636a12fa591d0e_0,train,azh:336e44bfe352195e75636a12fa591d0e,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_336e44bfe352195e75636a12fa591d0e_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_336e44bfe352195e75636a12fa591d0e_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/336e44bfe352195e75636a12fa591d0e_0.png,PUBLIC_REAL_PHOTOS,329bda0f44a57696a2b7314caa293c4265f683a4684d192f23184e6b9246452e,1,2
wound_azh_patches_339bef196c34522163516143a4df5dc4_0,train,azh:339bef196c34522163516143a4df5dc4,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_339bef196c34522163516143a4df5dc4_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_339bef196c34522163516143a4df5dc4_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/339bef196c34522163516143a4df5dc4_0.png,PUBLIC_REAL_PHOTOS,5b8487a2eb1083baf2e71d679d24a751e410e0253419ee777f8dbc21e2a920c1,1,2
wound_azh_patches_343cee3fa538956f45d03223ff137645_0,train,azh:343cee3fa538956f45d03223ff137645,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_343cee3fa538956f45d03223ff137645_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_343cee3fa538956f45d03223ff137645_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/343cee3fa538956f45d03223ff137645_0.png,PUBLIC_REAL_PHOTOS,5bc91acd8d859e59599b6bba4c1a1c0dfbc49c5ba2a73e2e75d2e2c0ce444b82,1,2
wound_azh_patches_34891c5cba00d001b88b5b839a5465a6_0,train,azh:34891c5cba00d001b88b5b839a5465a6,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_34891c5cba00d001b88b5b839a5465a6_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_34891c5cba00d001b88b5b839a5465a6_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/34891c5cba00d001b88b5b839a5465a6_0.png,PUBLIC_REAL_PHOTOS,8c703c3db08463268adda92e4eaccf81cde47354c3609b8539fcffb39df85af0,1,2
wound_azh_patches_34c24b6c9ae20dd0b889f0cc54330c77_0,test,azh:34c24b6c9ae20dd0b889f0cc54330c77,data/datasets/yolo_wound_boxes_v1/images/test/wound_azh_patches_34c24b6c9ae20dd0b889f0cc54330c77_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/test/wound_azh_patches_34c24b6c9ae20dd0b889f0cc54330c77_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/34c24b6c9ae20dd0b889f0cc54330c77_0.png,PUBLIC_REAL_PHOTOS,c20e6eff0ea0ce902f40013ce48e590813812999c43018f3f163a0068ac4ee0c,1,2
wound_azh_patches_357ccd3395c84a1f8b164308b72ef8fa_0,test,azh:357ccd3395c84a1f8b164308b72ef8fa,data/datasets/yolo_wound_boxes_v1/images/test/wound_azh_patches_357ccd3395c84a1f8b164308b72ef8fa_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/test/wound_azh_patches_357ccd3395c84a1f8b164308b72ef8fa_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/357ccd3395c84a1f8b164308b72ef8fa_0.png,PUBLIC_REAL_PHOTOS,988a8d2ff5813f7cf71ffcf87230b88402f2f7f0561151cc5c5de11d84957846,1,2
wound_azh_patches_357ccd3395c84a1f8b164308b72ef8fa_1,test,azh:357ccd3395c84a1f8b164308b72ef8fa,data/datasets/yolo_wound_boxes_v1/images/test/wound_azh_patches_357ccd3395c84a1f8b164308b72ef8fa_1.jpg,data/datasets/yolo_wound_boxes_v1/labels/test/wound_azh_patches_357ccd3395c84a1f8b164308b72ef8fa_1.txt,azh_patches,data/datasets/external/azh_patches/train/images/357ccd3395c84a1f8b164308b72ef8fa_1.png,PUBLIC_REAL_PHOTOS,5305c3e924e831b78481eb13106abffafdb0044562ed0d8ca0ddde9ff26509a8,1,2
wound_azh_patches_3582ff9e0a283e437f9fab59dbf14ea4_0,train,azh:3582ff9e0a283e437f9fab59dbf14ea4,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_3582ff9e0a283e437f9fab59dbf14ea4_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_3582ff9e0a283e437f9fab59dbf14ea4_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/3582ff9e0a283e437f9fab59dbf14ea4_0.png,PUBLIC_REAL_PHOTOS,1a3d375e8e39d5669b0029757d5b485fd7e808e6a5cab09a39a7b47f174a14e2,1,2
wound_azh_patches_3640860b1b2c97e1fe796033735962d1_0,train,azh:3640860b1b2c97e1fe796033735962d1,data/datasets/yolo_wound_boxes_v1/images/train/wound_azh_patches_3640860b1b2c97e1fe796033735962d1_0.jpg,data/datasets/yolo_wound_boxes_v1/labels/train/wound_azh_patches_3640860b1b2c97e1fe796033735962d1_0.txt,azh_patches,data/datasets/external/azh_patches/train/images/3640860b1b2c97e1fe796033735962d1_0.png,PUBLIC_REAL_PHOTOS,3c10dfb57eec74722827df0b9152f957359797f224a4191d21b4bb732efb15b6,1,2
