sample_id,split,kind,class,empty_mask,mask_area,image_path,mask_path,source_dataset,source_path,source_mask,provenance,license,pixel_sha256
wseg_58737510,train,positive,wound_unspecified,False,0.076861,data/datasets/unet_public_real/images/wseg_58737510.png,data/datasets/unet_public_real/masks/wseg_58737510.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/58737510.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/58737510.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,a941d2420339d7ef71d97cbd03502b6bf96c2aa9a61ee2dd90d84f5171fcf9ad
wseg_58823088,train,positive,wound_unspecified,False,0.096741,data/datasets/unet_public_real/images/wseg_58823088.png,data/datasets/unet_public_real/masks/wseg_58823088.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/58823088.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/58823088.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,9f9ca97cde2ca26f0e9704e75715f05c7288cdc9115a88f8cfeb5021d1b1af02
wseg_58847566,train,positive,wound_unspecified,False,0.074479,data/datasets/unet_public_real/images/wseg_58847566.png,data/datasets/unet_public_real/masks/wseg_58847566.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/58847566.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/58847566.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,5e5b96d4dc177e1ddaf9e18cca7d00e7c919329559f5948d7dac6b9d63f24373
wseg_58876465,test,positive,wound_unspecified,False,0.029007,data/datasets/unet_public_real/images/wseg_58876465.png,data/datasets/unet_public_real/masks/wseg_58876465.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/58876465.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/58876465.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,160a812e4d2ddd34276615085a8e1300c906c82499176fd430acad81ea18b09f
wseg_58938971,test,positive,wound_unspecified,False,0.043483,data/datasets/unet_public_real/images/wseg_58938971.png,data/datasets/unet_public_real/masks/wseg_58938971.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/58938971.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/58938971.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,f2cd1f6aac723a6a0e07bf6e8b0d62471909a9328f5a3a52c646dbb35681ec17
wseg_58990945,test,positive,wound_unspecified,False,0.029865,data/datasets/unet_public_real/images/wseg_58990945.png,data/datasets/unet_public_real/masks/wseg_58990945.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/58990945.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/58990945.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,8d03f77b423049d3ee40525d19da0028c7ab56407cb364625581f5b73ff1df94
wseg_59002769,train,positive,wound_unspecified,False,0.01893,data/datasets/unet_public_real/images/wseg_59002769.png,data/datasets/unet_public_real/masks/wseg_59002769.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59002769.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59002769.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,cf0728711fd8529ddd9a0f6b4778b7fc7a3bf6199495b2160421a186f9f7c831
wseg_59057184,train,positive,wound_unspecified,False,0.051104,data/datasets/unet_public_real/images/wseg_59057184.png,data/datasets/unet_public_real/masks/wseg_59057184.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59057184.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59057184.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,ae4c49110ca972e95a97de3e48e4112b1f889c6c00f59f2a2fadde7fd9edff6a
wseg_59086531,val,positive,wound_unspecified,False,0.308823,data/datasets/unet_public_real/images/wseg_59086531.png,data/datasets/unet_public_real/masks/wseg_59086531.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59086531.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59086531.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,3b246af81a2ea6894392352f5c63e51a2310ea9c74884309ebe1ce3704d5a5a6
wseg_59102657,train,positive,wound_unspecified,False,0.169951,data/datasets/unet_public_real/images/wseg_59102657.png,data/datasets/unet_public_real/masks/wseg_59102657.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59102657.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59102657.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,424469b7f0478a1b589aef8a0c3fd0738e42d722d93040a42eedb5d4c9dec5c5
wseg_59121008,train,positive,wound_unspecified,False,0.015507,data/datasets/unet_public_real/images/wseg_59121008.png,data/datasets/unet_public_real/masks/wseg_59121008.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59121008.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59121008.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,53c9b9338f0adeb6c0acbb3b45c7d7db3b77bf6665401d2b0f46e551e32a70b6
wseg_59146784,test,positive,wound_unspecified,False,0.019222,data/datasets/unet_public_real/images/wseg_59146784.png,data/datasets/unet_public_real/masks/wseg_59146784.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59146784.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59146784.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,fc6ffe09a83575853f4e8347b3c17943325d95516331c7f6396c2fc3a2ab2261
wseg_59257493,test,positive,wound_unspecified,False,0.098913,data/datasets/unet_public_real/images/wseg_59257493.png,data/datasets/unet_public_real/masks/wseg_59257493.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59257493.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59257493.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,bdfe57fd3ccb15e6ec75eb07152e765664a6915aee33c3f911a29da867fa9700
wseg_59285149,val,positive,wound_unspecified,False,0.091264,data/datasets/unet_public_real/images/wseg_59285149.png,data/datasets/unet_public_real/masks/wseg_59285149.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59285149.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59285149.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,bcf21fb333fefafbcd2499968ef6f4cb68845ee5f5e5cb5efd0cdbc5af7d0d7b
wseg_59334966,train,positive,wound_unspecified,False,0.077957,data/datasets/unet_public_real/images/wseg_59334966.png,data/datasets/unet_public_real/masks/wseg_59334966.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59334966.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59334966.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,012679c198d28a1d890f84e9352c3bcc29f8e442c082f059dce24c47cd3b73d9
wseg_59367478,train,positive,wound_unspecified,False,0.06955,data/datasets/unet_public_real/images/wseg_59367478.png,data/datasets/unet_public_real/masks/wseg_59367478.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59367478.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59367478.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,4a64495f6cf4a24ad0fdfa1effb64eb77fb614975d9221a73afe0384833ad451
wseg_59408543,test,positive,wound_unspecified,False,0.037386,data/datasets/unet_public_real/images/wseg_59408543.png,data/datasets/unet_public_real/masks/wseg_59408543.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59408543.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59408543.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,fad01d670e8308e6e17074c67fbfd66915cad8869793eee4ed06026b3347b2e7
wseg_59429010,test,positive,wound_unspecified,False,0.052719,data/datasets/unet_public_real/images/wseg_59429010.png,data/datasets/unet_public_real/masks/wseg_59429010.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59429010.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59429010.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,f8972177ef0d168e0170ce7022cf638822ce1dc81f60fe6902a8c1efc95290ae
wseg_59445120,train,positive,wound_unspecified,False,0.281076,data/datasets/unet_public_real/images/wseg_59445120.png,data/datasets/unet_public_real/masks/wseg_59445120.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59445120.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59445120.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,fd80194a594eef7648ed4d7925d5702f1b46089067361f89375f0859f23cae0e
wseg_59515523,test,positive,wound_unspecified,False,0.068975,data/datasets/unet_public_real/images/wseg_59515523.png,data/datasets/unet_public_real/masks/wseg_59515523.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59515523.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59515523.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,540f4cd9e9809f02f0f3e13249490c5436859fa01219901132321095b38383e7
wseg_59555103,train,positive,wound_unspecified,False,0.150446,data/datasets/unet_public_real/images/wseg_59555103.png,data/datasets/unet_public_real/masks/wseg_59555103.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59555103.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59555103.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,8895daabc73ad4b59ea2aa7a3338e023880d1cc91ee21717184ccf0b3b96d636
wseg_59607291,train,positive,wound_unspecified,False,0.118738,data/datasets/unet_public_real/images/wseg_59607291.png,data/datasets/unet_public_real/masks/wseg_59607291.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59607291.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59607291.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,26669011660aa6c5b47106c1f5a954046410e1446da1d62538c410dee0fed51f
wseg_59656141,train,positive,wound_unspecified,False,0.056936,data/datasets/unet_public_real/images/wseg_59656141.png,data/datasets/unet_public_real/masks/wseg_59656141.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59656141.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59656141.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,d2528b4d0d14991ebcead4cd517d2a8316f94c7fb0a735cf44cb8d3c883a178a
wseg_59677978,val,positive,wound_unspecified,False,0.207766,data/datasets/unet_public_real/images/wseg_59677978.png,data/datasets/unet_public_real/masks/wseg_59677978.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59677978.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59677978.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,015d69c882415968c8a8db8ad0a767ee876bbed06cab436e2d9efa9835325c97
wseg_59716305,train,positive,wound_unspecified,False,0.25918,data/datasets/unet_public_real/images/wseg_59716305.png,data/datasets/unet_public_real/masks/wseg_59716305.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59716305.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59716305.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,8b33f2961f41a4ea6c89e742dfac826aa263fc23502ad44c3aa99b262cb7ca06
wseg_59728680,train,positive,wound_unspecified,False,0.060496,data/datasets/unet_public_real/images/wseg_59728680.png,data/datasets/unet_public_real/masks/wseg_59728680.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59728680.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59728680.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,9c9447d32bf1321a866aaae14f5eba414ce8463aad989e532269808dcb182d9f
wseg_59745165,train,positive,wound_unspecified,False,0.043446,data/datasets/unet_public_real/images/wseg_59745165.png,data/datasets/unet_public_real/masks/wseg_59745165.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59745165.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59745165.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,c185634cc8df072aeef764b710212b51cff756f9aaf47578c1796e02358444b4
wseg_59772018,train,positive,wound_unspecified,False,0.157876,data/datasets/unet_public_real/images/wseg_59772018.png,data/datasets/unet_public_real/masks/wseg_59772018.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59772018.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59772018.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,b8c087ad43e12158768c2f4c49c9e33abd602714b58e7500dfc376b5240b93a3
wseg_59821797,train,positive,wound_unspecified,False,0.114539,data/datasets/unet_public_real/images/wseg_59821797.png,data/datasets/unet_public_real/masks/wseg_59821797.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59821797.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59821797.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,8affd110e59313e2c28a555b3b0764ec6f37d371eecf1615b3bea941fd829a1a
wseg_59918694,train,positive,wound_unspecified,False,0.215889,data/datasets/unet_public_real/images/wseg_59918694.png,data/datasets/unet_public_real/masks/wseg_59918694.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59918694.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59918694.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,05030ce205e3f121d493c1ffe27769119c702019e23c095acb5c5c608303e83a
wseg_59957028,val,positive,wound_unspecified,False,0.243727,data/datasets/unet_public_real/images/wseg_59957028.png,data/datasets/unet_public_real/masks/wseg_59957028.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/59957028.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/59957028.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,af059a0047e64962914764a0651a3878108487faee31edf2a801dc1223c480fb
wseg_60010915,test,positive,wound_unspecified,False,0.217331,data/datasets/unet_public_real/images/wseg_60010915.png,data/datasets/unet_public_real/masks/wseg_60010915.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60010915.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60010915.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,25931ecb0b464dfc63f04e5e99a751a9159631ea856a8f0e43c5edc7bdcff153
wseg_60023498,train,positive,wound_unspecified,False,0.151915,data/datasets/unet_public_real/images/wseg_60023498.png,data/datasets/unet_public_real/masks/wseg_60023498.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60023498.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60023498.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,10b9211626eac461d1a7306f21b73c9352ac1ec5b76aff06ef7eab4542ebc1bf
wseg_60085581,train,positive,wound_unspecified,False,0.084501,data/datasets/unet_public_real/images/wseg_60085581.png,data/datasets/unet_public_real/masks/wseg_60085581.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60085581.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60085581.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,f914bb71e71e4c2e7520332a925a05afe214e2a3a1464f4b68ad70c46b2b91f3
wseg_60108110,train,positive,wound_unspecified,False,0.155402,data/datasets/unet_public_real/images/wseg_60108110.png,data/datasets/unet_public_real/masks/wseg_60108110.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60108110.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60108110.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,b634c5f2f12ef2e534f1b10990b0473ed7f211647a9482ea007c0d55bd6b992a
wseg_60147043,train,positive,wound_unspecified,False,0.014102,data/datasets/unet_public_real/images/wseg_60147043.png,data/datasets/unet_public_real/masks/wseg_60147043.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60147043.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60147043.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,061e3d0adc7ea70d1a9ec3b5f0ecfb8087f412b21061a9e442df9dec46df206d
wseg_60184576,val,positive,wound_unspecified,False,0.030549,data/datasets/unet_public_real/images/wseg_60184576.png,data/datasets/unet_public_real/masks/wseg_60184576.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60184576.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60184576.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,307f416b5199ece4c3b06e9cb8ac94ab9a889956d008de822fa77690225b39a5
wseg_60250371,val,positive,wound_unspecified,False,0.198739,data/datasets/unet_public_real/images/wseg_60250371.png,data/datasets/unet_public_real/masks/wseg_60250371.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60250371.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60250371.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,baf129556bb8b83ede13a0981117e642e2fbd35915eaa301fde2640b2cf1a317
wseg_60265384,train,positive,wound_unspecified,False,0.075319,data/datasets/unet_public_real/images/wseg_60265384.png,data/datasets/unet_public_real/masks/wseg_60265384.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60265384.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60265384.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,d6459deead6cb80f174d30dfcd271a3cefe94bf57e9367d1d2a9aa28744318c2
wseg_60322867,train,positive,wound_unspecified,False,0.013326,data/datasets/unet_public_real/images/wseg_60322867.png,data/datasets/unet_public_real/masks/wseg_60322867.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60322867.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60322867.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,06c94d2ac8c0bff6f5b7f008dc39cbcf98d57e890a6144acc084b9a39921d548
wseg_60336072,train,positive,wound_unspecified,False,0.008388,data/datasets/unet_public_real/images/wseg_60336072.png,data/datasets/unet_public_real/masks/wseg_60336072.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60336072.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60336072.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,988d050ca11c65748c02eada812f49c4b75909afa8c172236884b5bce6d395c0
wseg_60398265,train,positive,wound_unspecified,False,0.048749,data/datasets/unet_public_real/images/wseg_60398265.png,data/datasets/unet_public_real/masks/wseg_60398265.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60398265.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60398265.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,ae6543a897926fd7294cb56bdd5a9c0431355b310510640e50f24b8e9d2beb69
wseg_60402671,val,positive,wound_unspecified,False,0.143181,data/datasets/unet_public_real/images/wseg_60402671.png,data/datasets/unet_public_real/masks/wseg_60402671.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60402671.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60402671.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,21fd4c3ba6b19adab6bc0741736e0c6663389b0ca964f84a5c798baa8f238b42
wseg_60439613,val,positive,wound_unspecified,False,0.022061,data/datasets/unet_public_real/images/wseg_60439613.png,data/datasets/unet_public_real/masks/wseg_60439613.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60439613.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60439613.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,b5614bc4cf979c2b333592fd94b74fd12d5b234526533cf526ff8b04ff5feae4
wseg_60464058,train,positive,wound_unspecified,False,0.005321,data/datasets/unet_public_real/images/wseg_60464058.png,data/datasets/unet_public_real/masks/wseg_60464058.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60464058.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60464058.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,17692305f4027487fdd08b3baefee15480eadd67762ec2d5d665f1556ac4dc7d
wseg_60490157,val,positive,wound_unspecified,False,0.061829,data/datasets/unet_public_real/images/wseg_60490157.png,data/datasets/unet_public_real/masks/wseg_60490157.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60490157.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60490157.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,711caadeb1a3dbc5dba099a9f869391276b70d2e6f8f47097ef392406ac8c61b
wseg_60513144,train,positive,wound_unspecified,False,0.040252,data/datasets/unet_public_real/images/wseg_60513144.png,data/datasets/unet_public_real/masks/wseg_60513144.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60513144.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60513144.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,a4955be4f087ec7620a3700fa2eb72860270d5667e229c2f84a72233bf5ce309
wseg_60558114,train,positive,wound_unspecified,False,0.066356,data/datasets/unet_public_real/images/wseg_60558114.png,data/datasets/unet_public_real/masks/wseg_60558114.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60558114.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60558114.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,3ae11036bee450f9bf230bb9778e232dcc346f44a86931f4ae1cbe3b10fba4a6
wseg_60602306,train,positive,wound_unspecified,False,0.065078,data/datasets/unet_public_real/images/wseg_60602306.png,data/datasets/unet_public_real/masks/wseg_60602306.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60602306.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60602306.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,94e959bcfe3d2f816f9d73421a3bbe3c1fc30611da79af434cdb504321fa7440
wseg_60626168,train,positive,wound_unspecified,False,0.057502,data/datasets/unet_public_real/images/wseg_60626168.png,data/datasets/unet_public_real/masks/wseg_60626168.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60626168.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60626168.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,c58257d3b3fd739d78dd968387d72c6aca7974f988d5cd87bc136fbbbee73083
wseg_60652438,test,positive,wound_unspecified,False,0.090461,data/datasets/unet_public_real/images/wseg_60652438.png,data/datasets/unet_public_real/masks/wseg_60652438.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60652438.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60652438.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,43f9e2969f6f76e0a582500d63f800c4fc6f98b0caf871575b59a4634d0f6574
wseg_60672335,train,positive,wound_unspecified,False,0.012468,data/datasets/unet_public_real/images/wseg_60672335.png,data/datasets/unet_public_real/masks/wseg_60672335.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60672335.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60672335.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,976854da535af0c195cb91c88199495a11726c34e9e6b1ae32d2edf0671a913e
wseg_60693846,train,positive,wound_unspecified,False,0.014175,data/datasets/unet_public_real/images/wseg_60693846.png,data/datasets/unet_public_real/masks/wseg_60693846.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60693846.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60693846.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,aede81a60adc8d7864f6a8e08897e6b37348a1d2151caf3aa947f2eed5802193
wseg_60704087,train,positive,wound_unspecified,False,0.265231,data/datasets/unet_public_real/images/wseg_60704087.png,data/datasets/unet_public_real/masks/wseg_60704087.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60704087.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60704087.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,d400b1ea2beecc9b8499a3a421358bf00e6d84db306e688082b917ec6ba4a29b
wseg_60727235,train,positive,wound_unspecified,False,0.022462,data/datasets/unet_public_real/images/wseg_60727235.png,data/datasets/unet_public_real/masks/wseg_60727235.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60727235.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60727235.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,dfc0d746fa95b3a05051302dbcd1a002d3459efe58d6f655e6643dc1d6545306
wseg_60772868,test,positive,wound_unspecified,False,0.071613,data/datasets/unet_public_real/images/wseg_60772868.png,data/datasets/unet_public_real/masks/wseg_60772868.png,hf_wseg_dataset,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/sample/60772868.jpg,data/datasets/external/hf_wseg_dataset/extracted/wseg_dataset/mask/60772868.jpg,PUBLIC_REAL_PHOTOS,CC-BY-NC-4.0,6d536e8cdb82a38ef284704838d1012cda157d80030a2fdcaae7200ab3654181
