sample_id,split,dest_image,dest_label,source_dataset,source_path,source_label,source_stem,source_split,provenance,pixel_sha256,byte_sha256,width,height,kept_classes,dropped_classes,boxes_in,boxes_out,boxes_merged_away
raw_synthetic_wound__syn_wound_0049,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0049.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0049.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0049.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0049.txt,syn_wound_0049,train,SYNTHETIC,6439e844b70b87e92aac70808abde5d7423dcc276fb13032f8eaceb72fd9874c,d05f0725d30928b179f591f608823ae1403957ae2965b122108c15b354e75ce6,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0053,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0053.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0053.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0053.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0053.txt,syn_wound_0053,train,SYNTHETIC,5d4473b7d1ad336dd11a142a0a49dc573d3624780947a8c55b4083bbb7953c4e,204e60cd90a76ad7db30938ddc53710ccbd9cf35f6d977d74ed3f6f6809671ee,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0054,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0054.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0054.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0054.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0054.txt,syn_wound_0054,train,SYNTHETIC,25b6df0cfce239fd22204a3440f3e71f329cf507f4f0795b7846f402eac224be,21dca03636d9938aa14d9203fb399932605c69d4aa8d3179516c407c6d143b08,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0059,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0059.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0059.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0059.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0059.txt,syn_wound_0059,train,SYNTHETIC,10033995ada753b4c339d69eec4116f5a17bc483a333c2f8a32d90377ae83dd6,abd43458c0b22dc5191a752ff5784d6711bc2ddf4fcb21402ef4c02356ad0aa4,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0062,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0062.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0062.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0062.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0062.txt,syn_wound_0062,train,SYNTHETIC,4c22d3d2478d227ef73c1bd65eb1c9958c52495c2bb1395bf65147716f2067ff,46aec19889eb439e52cb2b0534c9d8f6b65a79dbe63a1943db6f05e4c3dab57f,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0063,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0063.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0063.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0063.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0063.txt,syn_wound_0063,train,SYNTHETIC,11833cf105ff63d90667abac88b336b7ca63930ae2c9db448897440250dd11d2,6fd78a45d925099bd76b8a5913f493d64c22626202b563ee9988124c50f2e0b9,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0064,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0064.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0064.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0064.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0064.txt,syn_wound_0064,train,SYNTHETIC,022bb96f713332433b261391cfdde7b74b517dbaa98deae012e20dde67c008a5,aec60dbd102e8724dda7be76b7740da8329ca0552b6057cc3ec39becef05ca90,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0065,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0065.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0065.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0065.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0065.txt,syn_wound_0065,train,SYNTHETIC,9ed56f4479add9efd6db10ff36cdb7a8bd4f639b1fbb2aa96d12cd26a0b37624,80fc6a788f5e20c955fbabbed784b4046a2df9df9cf52335f44392a9162fb010,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0066,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0066.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0066.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0066.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0066.txt,syn_wound_0066,train,SYNTHETIC,b0e6f46b5396e49ce83f7eb2559f5950b31efbf4565e6014169bb2ae4c960742,8d7cec20a440617547a2185c3d58ea7a8951730c61af43b5287863c5e26a7483,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0067,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0067.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0067.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0067.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0067.txt,syn_wound_0067,train,SYNTHETIC,6741928fab9af0524d795357d9cdcf2d3f67fbb508ac920ef5e3b465994d8aaf,4cb17cd41e0fd066a794cbc8eba19a109f4642cbc37e1f0d9374ed4c7ee5652d,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0069,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0069.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0069.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0069.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0069.txt,syn_wound_0069,train,SYNTHETIC,247bc40d117f9c8baddff7db4b71e7363769b1a71128fcfd8a96621b5a8534b7,23108e278b4740aee89cfbe7902b7013bb55c6254dc2cdc15a6a82718d6be343,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0070,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0070.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0070.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0070.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0070.txt,syn_wound_0070,train,SYNTHETIC,f3689ecd8f1e6935a32cb1951cf18c6ffa542eef3214e7a25d595d3b0c27bcdc,a14d68c0322bb4465811c83e84667c7a330b54a6830cc6f3cc02e96575cd9925,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0071,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0071.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0071.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0071.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0071.txt,syn_wound_0071,train,SYNTHETIC,b2b5a924228286812f829e5279fe23d928f9d8b4d94bd9306c0188a7ed695f40,9d48a1add936d188bf258989f65f37d09090be87cb36e105646b58ee62e93dbe,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0072,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0072.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0072.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0072.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0072.txt,syn_wound_0072,train,SYNTHETIC,64bbc2d64491927b41e5bdb641d42120df4c36428cb0b07c6cbafcec7c112abc,07c51af0368141af5145e34bd74b5606c412b4503c1fdac53cf8d7ce4181e191,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0075,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0075.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0075.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0075.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0075.txt,syn_wound_0075,train,SYNTHETIC,c6098a8f6d62764353ed69be682ad701e11dd140c2b6c8f4f86c832e74f6a246,7f7ec801aceebec636af0ef09d7891d5028e64bbdaf828db9395d3a32cc8ada6,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0076,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0076.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0076.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0076.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0076.txt,syn_wound_0076,train,SYNTHETIC,2aaa1bf11a7792f4b83daf797220e4939155cf5f315bddace7f90d683ef5afff,31fa84ce06badd5c4a040ad40f29c25d26e8282425dddb41574c77cfe49e9069,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0077,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0077.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0077.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0077.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0077.txt,syn_wound_0077,train,SYNTHETIC,9c181d37d616cce531cfd537792ab1dbba6295eaadf022fab7d0a7e85be54e6d,6e2606a459dcbeace089208c98c5c305c13960915179464a1ae389e5e1d766bd,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0078,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0078.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0078.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0078.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0078.txt,syn_wound_0078,train,SYNTHETIC,a29a37c468ac073201099fb6ab8887431584d5f10bd1d68548b3376ed88d8c54,9a9547a0dcbab387080ab2fc328c45edf061d8a63a02e94dbf56558b7f778da6,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0079,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0079.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0079.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0079.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0079.txt,syn_wound_0079,train,SYNTHETIC,f11b77dbe997f6fea8f7be4fe6cf625af42235efc734a4d69d0340d197441cde,e5ca2eed93d5e12645fc10f81c000d2da26ea06f2eb18e60e3f85f54a7441dfd,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0080,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0080.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0080.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0080.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0080.txt,syn_wound_0080,train,SYNTHETIC,bc353164077c9729eb3d5af702b16f1c101093eae9e8ba853dd7a475263f7c09,993b26ee8ba7bc0834684132326073d891f213892893508f477bb816f8fdb014,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0081,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0081.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0081.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0081.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0081.txt,syn_wound_0081,train,SYNTHETIC,b3fde7c8d8572414c90d8899fa1f5b7549a1bfe5f4a7dfa92d07176e9f73b030,cc5e33ba5341889b9968b10d761161760db50b32d48f069901a8ef1287ca5bfc,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0082,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0082.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0082.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0082.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0082.txt,syn_wound_0082,train,SYNTHETIC,e24ba378824690572242890fa7cb017eb872e6e03acb96dfc8bb93df52fddc74,6e46ca8b12ead4728de4c49387aeb4afbb25a4ffcc3934d388ae0f12adc84317,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0084,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0084.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0084.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0084.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0084.txt,syn_wound_0084,train,SYNTHETIC,0781e94345a7e98ac07646fba176547bb89b108ed787d2fc34af4bc7a9f11b39,1a67419baa8dfa1da0fb900f527942023e871b8281dd615c65c43d242507265e,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0085,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0085.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0085.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0085.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0085.txt,syn_wound_0085,train,SYNTHETIC,f2a94813604040da8886d386e7b4019146e7e2a74ab6cf5611007ba2760d22ee,cec6e58bef1593d682a260c18bd6c81e7ae056e779044aef3e06ffa962c10ca6,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0088,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0088.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0088.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0088.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0088.txt,syn_wound_0088,train,SYNTHETIC,7ffe369b219dab44c4d46c8bbd1f98a2202c8ee0048c2ffdbd667c9c044c65d1,e9941eb1d8c9aba1b0f9a0e8f5779f0f134de64825665f8057b53701fe9cb485,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0091,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0091.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0091.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0091.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0091.txt,syn_wound_0091,train,SYNTHETIC,37a040cfc0dfd3a4b71ff4c19b4cad54ded0e774c14bc6d7c91bafe7072f9c15,9ad50ee74fe2ad6b9f34ab74e1f6e2ce2e6d3460d9086ed3e2dd360469b53e9c,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0096,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0096.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0096.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0096.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0096.txt,syn_wound_0096,train,SYNTHETIC,5a0483320ab6d407c420de08428b3ea7e47217c6f3fec1610e80963f28d26b48,c6e05565d80cc0be218f296056d0cfd02d2e14e9eda0f824ef00430b1c3963eb,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0098,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0098.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0098.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0098.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0098.txt,syn_wound_0098,train,SYNTHETIC,6fb3da2e702a48f62a3f94358c778c56e69edd8504a2d373411934af7e849733,c7564ce048629bd98cb1c47504b811ca6d3db51943f27f07313c3a4629f02c75,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0099,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0099.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0099.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0099.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0099.txt,syn_wound_0099,train,SYNTHETIC,2569f1099024b49c92547cf79fb5777df3a8f8b3210cdbc62abc657c0e8337dd,24a9649cc4d506b5dc0c558ca38d988516c62fa46ebe37e155a7b42b035f9225,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0101,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0101.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0101.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0101.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0101.txt,syn_wound_0101,train,SYNTHETIC,25a2333cbcb4bb9162555d6b25d216796a08ae08745e4593e76ad319d9163db5,3eea02e18dfba99cca9ebcd75c27ab93a7a2f11a1719c39707316a63afdc0e43,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0103,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0103.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0103.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0103.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0103.txt,syn_wound_0103,train,SYNTHETIC,a1d1ca0d3df9f04b919bffa1738f2c345902f8804808334e085e92ce73d215f8,40361ee95c1f6b536204151146dfaf5911335b16b8833bd488702a222e1c805f,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0104,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0104.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0104.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0104.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0104.txt,syn_wound_0104,train,SYNTHETIC,395a1e63f4cb76d0c93c1fb9c60b04dda7bbc0caecdde07f4e30c378eeccc758,d8e710c1e22577bb3c541ef9f61ac8d84052aacdc84d10783bce486f208254b3,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0108,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0108.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0108.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0108.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0108.txt,syn_wound_0108,train,SYNTHETIC,24870414d2cca379549bde5de5c314f6cb9255c3a120da4ce4ee3c275d5056d2,f6a8c3422823dc3a2d2a95f5307b40ce05158f64bf7bde75d9b6ba91d0e4050a,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0109,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0109.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0109.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0109.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0109.txt,syn_wound_0109,train,SYNTHETIC,d72cae4e9aa483c552679ee8a48e1bcdd8f3a91cfe82d20c88b0d21f5153b77d,5beb85252668fe45860ad7d013238fd3ed64e7308f4b11d076567cc1fcf2cf00,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0110,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0110.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0110.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0110.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0110.txt,syn_wound_0110,train,SYNTHETIC,3be5f5a00c0abc9e98585c304fc5331ce739c7d0207ed81f3932307eb198498a,5c80f17c6a3a1aacba06463aa691a6f1c1089f065f1d49291ccccbc2906fa321,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0113,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0113.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0113.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0113.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0113.txt,syn_wound_0113,train,SYNTHETIC,9bbd9a2b96d96a8c3262e4bcc1db9296abc7cc4823db18ef34c7f95b001be039,c817cf830298db08cffc2b298fb4d3566bfff7ceadb3db512abe315ebba2f1ee,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0114,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0114.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0114.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0114.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0114.txt,syn_wound_0114,train,SYNTHETIC,5a3165f7ebc5683e8b0fd747043da653d88e146c0f95304e890026325c844761,2e75bc4514bb760b4c5548d665f1556623a35fe8f1457733480b0e28b8811f00,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0115,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0115.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0115.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0115.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0115.txt,syn_wound_0115,train,SYNTHETIC,1ae2d5140dfc55c9e6e001e35f375830103c41c4b021f5328da19d21e2f01430,23868fb2286afa907f1514e44a5f743c61ec21870ca5502a3eec96f91bb6a823,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0116,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0116.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0116.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0116.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0116.txt,syn_wound_0116,train,SYNTHETIC,98b33d9883d37e059404864c8663d3a5b70cf067609e38d8a301e5d01c70e424,fe848179ce6968e13d7ba50eece82e3d139b8a6d7972feee9dd1833de30cda2b,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0117,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0117.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0117.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0117.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0117.txt,syn_wound_0117,train,SYNTHETIC,2378823d2114bb93714e6d00d1a8a80566c4c188e6aacc586e868fbfc5777b8e,a833e614879fc0e2bbc085bfb824b5e22085cd94a8bbabb467e616b943f51a2c,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0118,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0118.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0118.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0118.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0118.txt,syn_wound_0118,train,SYNTHETIC,aac5a7919cb7191c71673879464770223866858b001308964d1fc1637c7e2b66,1b5394ed2640ad76cd9940a1f9c7e606930ad98703f4fdd75ed1ff23ac5b086e,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0119,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0119.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0119.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0119.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0119.txt,syn_wound_0119,train,SYNTHETIC,ebf97dd12e2d7a9299c02a6a4afc9bb4d42e22f9b15559dd20775a8f46b04022,3292f8ff49b6b8ef95a36c84dbe9f22ef00dc71fde7eecfa1d08b76857f81138,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0120,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0120.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0120.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0120.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0120.txt,syn_wound_0120,train,SYNTHETIC,57095cfc3410f9ca31732d41597d03b6f423403e0b6efe0b7441221af19be614,cf15ddf7bd1c5cef6d20d4311020116d500b3013d2e33870e5f8d433bb0b0621,640,640,bruise,,1,1,0
raw_synthetic_wound__syn_wound_0126,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0126.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0126.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0126.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0126.txt,syn_wound_0126,train,SYNTHETIC,94d0eff1d3cff20c3813888c3932a7d80ef3515b19513e974e0246d35caf6d39,125a9ae9bb4c8cbe61725dfa2475915907c72d2484da766b1b99ea80ac24f99e,640,640,cut,,1,1,0
raw_synthetic_wound__syn_wound_0128,train,data/datasets/yolo_processed/images/train/raw_synthetic_wound__syn_wound_0128.jpg,data/datasets/yolo_processed/labels/train/raw_synthetic_wound__syn_wound_0128.txt,raw_synthetic_wound,data/datasets/raw/synthetic_wound/train/images/syn_wound_0128.jpg,data/datasets/raw/synthetic_wound/train/labels/syn_wound_0128.txt,syn_wound_0128,train,SYNTHETIC,c4146475dbcc02cfe9ca5d8aecd1c501f33c748b905197d8f96c87865544c426,a0572398698231fab96c5d6925bce7257bab28b99788606df0a5aed32fb680c5,640,640,bruise,,1,1,0
